Source,Target,Type,Weight
Typing,Lemmings,Undirected,2
Typing,Mini Golf,Undirected,2
Typing,Mystery Dungeon,Undirected,2
Typing,Nonlinear,Undirected,2
Typing,NSFW,Undirected,2
Typing,Philisophical,Undirected,2
Typing,Pool,Undirected,2
Typing,Sailing,Undirected,2
Typing,Sokoban,Undirected,2
Typing,Spelling,Undirected,5
Typing,Transhumanism,Undirected,2
Typing,Word Game,Undirected,6
Underwater,6DOF,Undirected,5
Underwater,Agriculture,Undirected,2
Underwater,Asynchronous Multiplayer,Undirected,2
Underwater,Basketball,Undirected,2
Underwater,Batman,Undirected,2
Underwater,Benchmark,Undirected,2
Underwater,Bowling,Undirected,2
Underwater,Bullet Time,Undirected,2
Underwater,Capitalism,Undirected,2
Underwater,Chess,Undirected,2
Underwater,Conspiracy,Undirected,2
Underwater,Diplomacy,Undirected,2
Underwater,Dynamic Narration,Undirected,2
Underwater,Fishing,Undirected,4
Underwater,Gambling,Undirected,2
Underwater,Golf,Undirected,2
Underwater,Grid-Based Movement,Undirected,2
Underwater,Horses,Undirected,2
Underwater,Inventory Management,Undirected,2
Underwater,Lara Croft,Undirected,2
Underwater,Lemmings,Undirected,2
Underwater,Mars,Undirected,2
Underwater,Mini Golf,Undirected,2
Underwater,Mining,Undirected,2
Underwater,Modern,Undirected,2
Underwater,Music-Based Procedural Generation,Undirected,2
Underwater,Mystery Dungeon,Undirected,2
Underwater,Mythology,Undirected,2
Underwater,Nonlinear,Undirected,2
Underwater,NSFW,Undirected,2
Underwater,Offroad,Undirected,2
Underwater,On-Rails Shooter,Undirected,2
Underwater,Philisophical,Undirected,3
Underwater,Pool,Undirected,2
Underwater,Programming,Undirected,2
Underwater,Rome,Undirected,2
Underwater,Runner,Undirected,2
Underwater,Sailing,Undirected,2
Underwater,Silent Protagonist,Undirected,2
Underwater,Sniper,Undirected,2
Underwater,Sokoban,Undirected,2
Underwater,Spectacle fighter,Undirected,2
Underwater,Spelling,Undirected,2
Underwater,Time Attack,Undirected,2
Underwater,Time Manipulation,Undirected,3
Underwater,Transhumanism,Undirected,2
Underwater,Typing,Undirected,2
Underwater,Werewolves,Undirected,2
Underwater,Word Game,Undirected,2
Vampire,6DOF,Undirected,2
Vampire,Agriculture,Undirected,2
Vampire,Asynchronous Multiplayer,Undirected,2
Vampire,Basketball,Undirected,2
Vampire,Batman,Undirected,2
Vampire,Benchmark,Undirected,2
Vampire,Bowling,Undirected,2
Vampire,Bullet Time,Undirected,2
Vampire,Capitalism,Undirected,2
Vampire,Character Action Game,Undirected,2
Vampire,Chess,Undirected,2
Vampire,Class-Based,Undirected,2
Vampire,Clicker,Undirected,2
Vampire,Cold War,Undirected,2
Vampire,Conspiracy,Undirected,2
Vampire,Co-op Campaign,Undirected,2
Vampire,Crowdfunded,Undirected,2
Vampire,Dark Comedy,Undirected,2
Vampire,Diplomacy,Undirected,2
Vampire,Dynamic Narration,Undirected,2
Vampire,Fishing,Undirected,2
Vampire,FMV,Undirected,2
Vampire,Football,Undirected,2
Vampire,Gambling,Undirected,2
Vampire,Golf,Undirected,2
Vampire,Gothic,Undirected,8
Vampire,Grid-Based Movement,Undirected,2
Vampire,Gun Customization,Undirected,2
Vampire,Heist,Undirected,2
Vampire,Horses,Undirected,2
Vampire,Inventory Management,Undirected,2
Vampire,Lara Croft,Undirected,2
Vampire,LEGO,Undirected,2
Vampire,Lemmings,Undirected,2
Vampire,Lore-Rich,Undirected,2
Vampire,Mars,Undirected,2
Vampire,Martial Arts,Undirected,2
Vampire,Mini Golf,Undirected,2
Vampire,Mining,Undirected,2
Vampire,Modern,Undirected,2
Vampire,Mouse only,Undirected,2
Vampire,Music-Based Procedural Generation,Undirected,2
Vampire,Mystery Dungeon,Undirected,2
Vampire,Mythology,Undirected,2
Vampire,Narration,Undirected,2
Vampire,Naval,Undirected,2
Vampire,Nonlinear,Undirected,2
Vampire,NSFW,Undirected,2
Vampire,Offroad,Undirected,2
Vampire,On-Rails Shooter,Undirected,2
Vampire,Parody,Undirected,2
Vampire,Philisophical,Undirected,2
Vampire,Pinball,Undirected,2
Vampire,Political,Undirected,2
Vampire,Politics,Undirected,2
Vampire,Pool,Undirected,2
Vampire,Programming,Undirected,2
Vampire,Psychedelic,Undirected,2
Vampire,Real Time Tactics,Undirected,2
Vampire,Rome,Undirected,2
Vampire,Runner,Undirected,2
Vampire,Sailing,Undirected,2
Vampire,Science,Undirected,2
Vampire,Score Attack,Undirected,2
Vampire,Silent Protagonist,Undirected,2
Vampire,Sniper,Undirected,2
Vampire,Soccer,Undirected,2
Vampire,Sokoban,Undirected,2
Vampire,Spectacle fighter,Undirected,2
Vampire,Spelling,Undirected,2
Vampire,Star Wars,Undirected,2
Vampire,Swordplay,Undirected,2
Vampire,Tactical RPG,Undirected,2
Vampire,Time Attack,Undirected,2
Vampire,Time Manipulation,Undirected,2
Vampire,Time Travel,Undirected,2
Vampire,Trading,Undirected,2
Vampire,Transhumanism,Undirected,2
Vampire,Typing,Undirected,2
Vampire,Underwater,Undirected,2
Vampire,Villain Protagonist,Undirected,2
Vampire,Warhammer 40K,Undirected,2
Vampire,Werewolves,Undirected,4
Vampire,Word Game,Undirected,2
Vampire,World War I,Undirected,2
Villain Protagonist,6DOF,Undirected,2
Villain Protagonist,Agriculture,Undirected,2
Villain Protagonist,Asynchronous Multiplayer,Undirected,2
Villain Protagonist,Basketball,Undirected,2
Villain Protagonist,Batman,Undirected,2
Villain Protagonist,Benchmark,Undirected,2
Villain Protagonist,Bowling,Undirected,2
Villain Protagonist,Bullet Time,Undirected,2
Villain Protagonist,Capitalism,Undirected,2
Villain Protagonist,Character Action Game,Undirected,2
Villain Protagonist,Chess,Undirected,2
Villain Protagonist,Clicker,Undirected,2
Villain Protagonist,Cold War,Undirected,2
Villain Protagonist,Conspiracy,Undirected,3
Villain Protagonist,Co-op Campaign,Undirected,2
Villain Protagonist,Dark Comedy,Undirected,2
Villain Protagonist,Diplomacy,Undirected,2
Villain Protagonist,Dynamic Narration,Undirected,2
Villain Protagonist,Fishing,Undirected,2
Villain Protagonist,Gambling,Undirected,2
Villain Protagonist,Golf,Undirected,2
Villain Protagonist,Grid-Based Movement,Undirected,2
Villain Protagonist,Horses,Undirected,2
Villain Protagonist,Inventory Management,Undirected,2
Villain Protagonist,Lara Croft,Undirected,2
Villain Protagonist,Lemmings,Undirected,2
Villain Protagonist,Lore-Rich,Undirected,2
Villain Protagonist,Mars,Undirected,2
Villain Protagonist,Martial Arts,Undirected,2
Villain Protagonist,Mini Golf,Undirected,2
Villain Protagonist,Mining,Undirected,2
Villain Protagonist,Modern,Undirected,2
Villain Protagonist,Mouse only,Undirected,2
Villain Protagonist,Music-Based Procedural Generation,Undirected,2
Villain Protagonist,Mystery Dungeon,Undirected,2
Villain Protagonist,Mythology,Undirected,2
Villain Protagonist,Narration,Undirected,2
Villain Protagonist,Nonlinear,Undirected,2
Villain Protagonist,NSFW,Undirected,2
Villain Protagonist,Offroad,Undirected,2
Villain Protagonist,On-Rails Shooter,Undirected,2
Villain Protagonist,Philisophical,Undirected,2
Villain Protagonist,Political,Undirected,2
Villain Protagonist,Pool,Undirected,2
Villain Protagonist,Programming,Undirected,2
Villain Protagonist,Real Time Tactics,Undirected,2
Villain Protagonist,Rome,Undirected,2
Villain Protagonist,Runner,Undirected,2
Villain Protagonist,Sailing,Undirected,2
Villain Protagonist,Silent Protagonist,Undirected,2
Villain Protagonist,Sniper,Undirected,2
Villain Protagonist,Soccer,Undirected,2
Villain Protagonist,Sokoban,Undirected,2
Villain Protagonist,Spectacle fighter,Undirected,2
Villain Protagonist,Spelling,Undirected,2
Villain Protagonist,Star Wars,Undirected,2
Villain Protagonist,Swordplay,Undirected,2
Villain Protagonist,Time Attack,Undirected,2
Villain Protagonist,Time Manipulation,Undirected,2
Villain Protagonist,Transhumanism,Undirected,2
Villain Protagonist,Typing,Undirected,3
Villain Protagonist,Underwater,Undirected,2
Villain Protagonist,Werewolves,Undirected,2
Villain Protagonist,Word Game,Undirected,2
Voxel,6DOF,Undirected,2
Voxel,Abstract,Undirected,2
Voxel,Agriculture,Undirected,2
Voxel,Alternate History,Undirected,2
Voxel,America,Undirected,2
Voxel,Assassin,Undirected,2
Voxel,Asynchronous Multiplayer,Undirected,2
Voxel,Based On A Novel,Undirected,2
Voxel,Basketball,Undirected,2
Voxel,Batman,Undirected,2
Voxel,Benchmark,Undirected,2
Voxel,Bowling,Undirected,2
Voxel,Bullet Time,Undirected,2
Voxel,Capitalism,Undirected,2
Voxel,Cartoon,Undirected,2
Voxel,Character Action Game,Undirected,2
Voxel,Chess,Undirected,2
Voxel,Cinematic,Undirected,2
Voxel,Class-Based,Undirected,3
Voxel,Clicker,Undirected,3
Voxel,Cold War,Undirected,2
Voxel,Comic Book,Undirected,2
Voxel,Conspiracy,Undirected,2
Voxel,Co-op Campaign,Undirected,2
Voxel,Crowdfunded,Undirected,2
Voxel,CRPG,Undirected,2
Voxel,Dark Comedy,Undirected,2
Voxel,Diplomacy,Undirected,2
Voxel,Dynamic Narration,Undirected,2
Voxel,e-sports,Undirected,2
Voxel,Fishing,Undirected,2
Voxel,FMV,Undirected,2
Voxel,Football,Undirected,3
Voxel,Gambling,Undirected,2
Voxel,GameMaker,Undirected,2
Voxel,God Game,Undirected,2
Voxel,Golf,Undirected,2
Voxel,Gothic,Undirected,2
Voxel,Grid-Based Movement,Undirected,2
Voxel,Gun Customization,Undirected,2
Voxel,Hacking,Undirected,2
Voxel,Heist,Undirected,2
Voxel,Hex Grid,Undirected,2
Voxel,Horses,Undirected,2
Voxel,Hunting,Undirected,2
Voxel,Inventory Management,Undirected,2
Voxel,Lara Croft,Undirected,2
Voxel,LEGO,Undirected,2
Voxel,Lemmings,Undirected,2
Voxel,Lore-Rich,Undirected,2
Voxel,Mars,Undirected,2
Voxel,Martial Arts,Undirected,2
Voxel,Mini Golf,Undirected,2
Voxel,Mining,Undirected,3
Voxel,Modern,Undirected,2
Voxel,Mouse only,Undirected,2
Voxel,Music-Based Procedural Generation,Undirected,2
Voxel,Mystery Dungeon,Undirected,2
Voxel,Mythology,Undirected,2
Voxel,Narration,Undirected,2
Voxel,Naval,Undirected,3
Voxel,Nonlinear,Undirected,2
Voxel,NSFW,Undirected,2
Voxel,Offroad,Undirected,2
Voxel,On-Rails Shooter,Undirected,2
Voxel,Otome,Undirected,2
Voxel,Parody,Undirected,2
Voxel,Philisophical,Undirected,2
Voxel,Pinball,Undirected,2
Voxel,Political,Undirected,2
Voxel,Politics,Undirected,2
Voxel,Pool,Undirected,2
Voxel,Programming,Undirected,2
Voxel,Psychedelic,Undirected,3
Voxel,Psychological,Undirected,2
Voxel,Quick-Time Events,Undirected,2
Voxel,Real Time Tactics,Undirected,2
Voxel,Real-Time,Undirected,2
Voxel,Rome,Undirected,2
Voxel,Runner,Undirected,2
Voxel,Sailing,Undirected,2
Voxel,Satire,Undirected,2
Voxel,Science,Undirected,2
Voxel,Score Attack,Undirected,2
Voxel,Sexual Content,Undirected,2
Voxel,Silent Protagonist,Undirected,2
Voxel,Sniper,Undirected,2
Voxel,Soccer,Undirected,3
Voxel,Sokoban,Undirected,2
Voxel,Spectacle fighter,Undirected,2
Voxel,Spelling,Undirected,2
Voxel,Star Wars,Undirected,2
Voxel,Strategy RPG,Undirected,3
Voxel,Supernatural,Undirected,2
Voxel,Swordplay,Undirected,2
Voxel,Tactical RPG,Undirected,2
Voxel,Tanks,Undirected,2
Voxel,Time Attack,Undirected,2
Voxel,Time Manipulation,Undirected,2
Voxel,Time Travel,Undirected,4
Voxel,Trading,Undirected,2
Voxel,Trading Card Game,Undirected,2
Voxel,Transhumanism,Undirected,2
Voxel,Typing,Undirected,2
Voxel,Underwater,Undirected,2
Voxel,Vampire,Undirected,2
Voxel,Villain Protagonist,Undirected,2
Voxel,Warhammer 40K,Undirected,2
Voxel,Werewolves,Undirected,2
Voxel,Western,Undirected,2
Voxel,Word Game,Undirected,2
Voxel,World War I,Undirected,2
Wargame,2D Fighter,Undirected,2
Wargame,6DOF,Undirected,2
Wargame,Abstract,Undirected,2
Wargame,Agriculture,Undirected,2
Wargame,Alternate History,Undirected,7
Wargame,America,Undirected,3
Wargame,Assassin,Undirected,2
Wargame,Asynchronous Multiplayer,Undirected,4
Wargame,Based On A Novel,Undirected,2
Wargame,Basketball,Undirected,2
Wargame,Batman,Undirected,2
Wargame,Benchmark,Undirected,2
Wargame,Bowling,Undirected,2
Wargame,Bullet Time,Undirected,2
Wargame,Capitalism,Undirected,2
Wargame,Cartoon,Undirected,2
Wargame,Character Action Game,Undirected,2
Wargame,Chess,Undirected,2
Wargame,Cinematic,Undirected,2
Wargame,Class-Based,Undirected,2
Wargame,Clicker,Undirected,2
Wargame,Cold War,Undirected,8
Wargame,Comic Book,Undirected,2
Wargame,Conspiracy,Undirected,2
Wargame,Co-op Campaign,Undirected,2
Wargame,Crowdfunded,Undirected,2
Wargame,CRPG,Undirected,2
Wargame,Dark Comedy,Undirected,2
Wargame,Dinosaurs,Undirected,2
Wargame,Diplomacy,Undirected,3
Wargame,Dynamic Narration,Undirected,2
Wargame,e-sports,Undirected,2
Wargame,Fishing,Undirected,2
Wargame,FMV,Undirected,2
Wargame,Football,Undirected,2
Wargame,Gambling,Undirected,2
Wargame,GameMaker,Undirected,2
Wargame,Games Workshop,Undirected,3
Wargame,God Game,Undirected,2
Wargame,Golf,Undirected,2
Wargame,Gothic,Undirected,2
Wargame,Grid-Based Movement,Undirected,2
Wargame,Gun Customization,Undirected,2
Wargame,Hacking,Undirected,2
Wargame,Hand-drawn,Undirected,2
Wargame,Heist,Undirected,2
Wargame,Hex Grid,Undirected,11
Wargame,Horses,Undirected,2
Wargame,Hunting,Undirected,2
Wargame,Inventory Management,Undirected,2
Wargame,Lara Croft,Undirected,2
Wargame,LEGO,Undirected,2
Wargame,Lemmings,Undirected,2
Wargame,Linear,Undirected,2
Wargame,Lore-Rich,Undirected,2
Wargame,Mars,Undirected,2
Wargame,Martial Arts,Undirected,2
Wargame,Mini Golf,Undirected,2
Wargame,Mining,Undirected,2
Wargame,Modern,Undirected,4
Wargame,Mouse only,Undirected,2
Wargame,Music-Based Procedural Generation,Undirected,2
Wargame,Mystery Dungeon,Undirected,2
Wargame,Mythology,Undirected,2
Wargame,Narration,Undirected,2
Wargame,Naval,Undirected,5
Wargame,Noir,Undirected,2
Wargame,Nonlinear,Undirected,2
Wargame,NSFW,Undirected,2
Wargame,Offroad,Undirected,2
Wargame,On-Rails Shooter,Undirected,2
Wargame,Otome,Undirected,2
Wargame,Parody,Undirected,2
Wargame,Philisophical,Undirected,2
Wargame,Pinball,Undirected,2
Wargame,Political,Undirected,2
Wargame,Politics,Undirected,2
Wargame,Pool,Undirected,2
Wargame,Programming,Undirected,2
Wargame,Psychedelic,Undirected,2
Wargame,Psychological,Undirected,2
Wargame,Quick-Time Events,Undirected,2
Wargame,Real Time Tactics,Undirected,6
Wargame,Real-Time,Undirected,5
Wargame,Rhythm,Undirected,2
Wargame,Rome,Undirected,3
Wargame,Runner,Undirected,2
Wargame,Sailing,Undirected,2
Wargame,Satire,Undirected,2
Wargame,Science,Undirected,2
Wargame,Score Attack,Undirected,2
Wargame,Sexual Content,Undirected,2
Wargame,Silent Protagonist,Undirected,2
Wargame,Sniper,Undirected,2
Wargame,Soccer,Undirected,2
Wargame,Sokoban,Undirected,2
Wargame,Spectacle fighter,Undirected,2
Wargame,Spelling,Undirected,2
Wargame,Split Screen,Undirected,2
Wargame,Star Wars,Undirected,2
Wargame,Strategy RPG,Undirected,5
Wargame,Supernatural,Undirected,2
Wargame,Swordplay,Undirected,2
Wargame,Tactical RPG,Undirected,2
Wargame,Tanks,Undirected,4
Wargame,Time Attack,Undirected,2
Wargame,Time Manipulation,Undirected,2
Wargame,Time Travel,Undirected,2
Wargame,Trading,Undirected,2
Wargame,Trading Card Game,Undirected,2
Wargame,Transhumanism,Undirected,2
Wargame,Typing,Undirected,2
Wargame,Underwater,Undirected,2
Wargame,Vampire,Undirected,2
Wargame,Villain Protagonist,Undirected,2
Wargame,Voxel,Undirected,2
Wargame,Warhammer 40K,Undirected,3
Wargame,Werewolves,Undirected,2
Wargame,Western,Undirected,2
Wargame,Word Game,Undirected,2
Wargame,World War I,Undirected,7
Warhammer 40K,6DOF,Undirected,2
Warhammer 40K,Agriculture,Undirected,2
Warhammer 40K,Asynchronous Multiplayer,Undirected,3
Warhammer 40K,Basketball,Undirected,2
Warhammer 40K,Batman,Undirected,2
Warhammer 40K,Benchmark,Undirected,2
Warhammer 40K,Bowling,Undirected,2
Warhammer 40K,Bullet Time,Undirected,2
Warhammer 40K,Capitalism,Undirected,2
Warhammer 40K,Character Action Game,Undirected,2
Warhammer 40K,Chess,Undirected,3
Warhammer 40K,Clicker,Undirected,2
Warhammer 40K,Cold War,Undirected,2
Warhammer 40K,Conspiracy,Undirected,2
Warhammer 40K,Co-op Campaign,Undirected,2
Warhammer 40K,Dark Comedy,Undirected,2
Warhammer 40K,Diplomacy,Undirected,2
Warhammer 40K,Dynamic Narration,Undirected,2
Warhammer 40K,Fishing,Undirected,2
Warhammer 40K,Gambling,Undirected,2
Warhammer 40K,Golf,Undirected,2
Warhammer 40K,Grid-Based Movement,Undirected,2
Warhammer 40K,Horses,Undirected,2
Warhammer 40K,Inventory Management,Undirected,2
Warhammer 40K,Lara Croft,Undirected,2
Warhammer 40K,Lemmings,Undirected,2
Warhammer 40K,Lore-Rich,Undirected,2
Warhammer 40K,Mars,Undirected,2
Warhammer 40K,Martial Arts,Undirected,2
Warhammer 40K,Mini Golf,Undirected,2
Warhammer 40K,Mining,Undirected,2
Warhammer 40K,Modern,Undirected,2
Warhammer 40K,Mouse only,Undirected,2
Warhammer 40K,Music-Based Procedural Generation,Undirected,2
Warhammer 40K,Mystery Dungeon,Undirected,2
Warhammer 40K,Mythology,Undirected,2
Warhammer 40K,Narration,Undirected,2
Warhammer 40K,Nonlinear,Undirected,2
Warhammer 40K,NSFW,Undirected,2
Warhammer 40K,Offroad,Undirected,2
Warhammer 40K,On-Rails Shooter,Undirected,2
Warhammer 40K,Philisophical,Undirected,2
Warhammer 40K,Pinball,Undirected,2
Warhammer 40K,Political,Undirected,2
Warhammer 40K,Pool,Undirected,2
Warhammer 40K,Programming,Undirected,2
Warhammer 40K,Real Time Tactics,Undirected,2
Warhammer 40K,Rome,Undirected,2
Warhammer 40K,Runner,Undirected,2
Warhammer 40K,Sailing,Undirected,2
Warhammer 40K,Silent Protagonist,Undirected,2
Warhammer 40K,Sniper,Undirected,2
Warhammer 40K,Soccer,Undirected,2
Warhammer 40K,Sokoban,Undirected,2
Warhammer 40K,Spectacle fighter,Undirected,2
Warhammer 40K,Spelling,Undirected,2
Warhammer 40K,Star Wars,Undirected,2
Warhammer 40K,Swordplay,Undirected,2
Warhammer 40K,Time Attack,Undirected,2
Warhammer 40K,Time Manipulation,Undirected,2
Warhammer 40K,Transhumanism,Undirected,2
Warhammer 40K,Typing,Undirected,2
Warhammer 40K,Underwater,Undirected,2
Warhammer 40K,Villain Protagonist,Undirected,2
Warhammer 40K,Werewolves,Undirected,2
Warhammer 40K,Word Game,Undirected,2
Werewolves,Asynchronous Multiplayer,Undirected,2
Werewolves,Basketball,Undirected,2
Werewolves,Benchmark,Undirected,2
Werewolves,Bowling,Undirected,2
Werewolves,Capitalism,Undirected,2
Werewolves,Chess,Undirected,2
Werewolves,Conspiracy,Undirected,2
Werewolves,Diplomacy,Undirected,2
Werewolves,Dynamic Narration,Undirected,2
Werewolves,Fishing,Undirected,2
Werewolves,Gambling,Undirected,2
Werewolves,Golf,Undirected,2
Werewolves,Horses,Undirected,2
Werewolves,Lara Croft,Undirected,2
Werewolves,Lemmings,Undirected,2
Werewolves,Mars,Undirected,2
Werewolves,Mini Golf,Undirected,2
Werewolves,Mining,Undirected,2
Werewolves,Music-Based Procedural Generation,Undirected,2
Werewolves,Mystery Dungeon,Undirected,2
Werewolves,Mythology,Undirected,2
Werewolves,Nonlinear,Undirected,2
Werewolves,NSFW,Undirected,2
Werewolves,On-Rails Shooter,Undirected,2
Werewolves,Philisophical,Undirected,2
Werewolves,Pool,Undirected,2
Werewolves,Sailing,Undirected,2
Werewolves,Silent Protagonist,Undirected,2
Werewolves,Sokoban,Undirected,2
Werewolves,Spectacle fighter,Undirected,2
Werewolves,Spelling,Undirected,2
Werewolves,Time Attack,Undirected,2
Werewolves,Time Manipulation,Undirected,2
Werewolves,Transhumanism,Undirected,2
Werewolves,Typing,Undirected,2
Werewolves,Word Game,Undirected,2
Western,6DOF,Undirected,2
Western,Agriculture,Undirected,2
Western,Asynchronous Multiplayer,Undirected,2
Western,Basketball,Undirected,2
Western,Batman,Undirected,2
Western,Benchmark,Undirected,2
Western,Bowling,Undirected,2
Western,Bullet Time,Undirected,4
Western,Capitalism,Undirected,2
Western,Character Action Game,Undirected,2
Western,Chess,Undirected,2
Western,Class-Based,Undirected,2
Western,Clicker,Undirected,2
Western,Cold War,Undirected,2
Western,Conspiracy,Undirected,2
Western,Co-op Campaign,Undirected,2
Western,Crowdfunded,Undirected,2
Western,Dark Comedy,Undirected,2
Western,Diplomacy,Undirected,2
Western,Dynamic Narration,Undirected,2
Western,Fishing,Undirected,2
Western,FMV,Undirected,2
Western,Football,Undirected,2
Western,Gambling,Undirected,2
Western,Golf,Undirected,2
Western,Gothic,Undirected,2
Western,Grid-Based Movement,Undirected,2
Western,Gun Customization,Undirected,2
Western,Heist,Undirected,2
Western,Hex Grid,Undirected,2
Western,Horses,Undirected,2
Western,Inventory Management,Undirected,2
Western,Lara Croft,Undirected,2
Western,LEGO,Undirected,2
Western,Lemmings,Undirected,2
Western,Lore-Rich,Undirected,2
Western,Mars,Undirected,2
Western,Martial Arts,Undirected,2
Western,Mini Golf,Undirected,2
Western,Mining,Undirected,3
Western,Modern,Undirected,2
Western,Mouse only,Undirected,2
Western,Music-Based Procedural Generation,Undirected,2
Western,Mystery Dungeon,Undirected,2
Western,Mythology,Undirected,2
Western,Narration,Undirected,3
Western,Naval,Undirected,2
Western,Nonlinear,Undirected,2
Western,NSFW,Undirected,2
Western,Offroad,Undirected,2
Western,On-Rails Shooter,Undirected,2
Western,Parody,Undirected,2
Western,Philisophical,Undirected,2
Western,Pinball,Undirected,2
Western,Political,Undirected,2
Western,Politics,Undirected,2
Western,Pool,Undirected,2
Western,Programming,Undirected,2
Western,Psychedelic,Undirected,2
Western,Real Time Tactics,Undirected,2
Western,Rome,Undirected,2
Western,Runner,Undirected,2
Western,Sailing,Undirected,2
Western,Science,Undirected,2
Western,Score Attack,Undirected,2
Western,Silent Protagonist,Undirected,2
Western,Sniper,Undirected,2
Western,Soccer,Undirected,2
Western,Sokoban,Undirected,2
Western,Spectacle fighter,Undirected,2
Western,Spelling,Undirected,2
Western,Star Wars,Undirected,2
Western,Swordplay,Undirected,2
Western,Tactical RPG,Undirected,2
Western,Time Attack,Undirected,2
Western,Time Manipulation,Undirected,2
Western,Time Travel,Undirected,2
Western,Trading,Undirected,2
Western,Transhumanism,Undirected,2
Western,Typing,Undirected,3
Western,Underwater,Undirected,2
Western,Vampire,Undirected,2
Western,Villain Protagonist,Undirected,2
Western,Warhammer 40K,Undirected,2
Western,Werewolves,Undirected,2
Western,Word Game,Undirected,2
Western,World War I,Undirected,2
Word Game,Bowling,Undirected,2
Word Game,Capitalism,Undirected,2
Word Game,Diplomacy,Undirected,2
Word Game,Golf,Undirected,2
Word Game,Lara Croft,Undirected,2
Word Game,Lemmings,Undirected,2
Word Game,Mini Golf,Undirected,2
Word Game,Mystery Dungeon,Undirected,2
Word Game,Nonlinear,Undirected,2
Word Game,NSFW,Undirected,2
Word Game,Philisophical,Undirected,2
Word Game,Pool,Undirected,2
Word Game,Sailing,Undirected,2
Word Game,Sokoban,Undirected,2
Word Game,Spelling,Undirected,6
Word Game,Transhumanism,Undirected,2
World War I,6DOF,Undirected,2
World War I,Agriculture,Undirected,2
World War I,Asynchronous Multiplayer,Undirected,2
World War I,Basketball,Undirected,2
World War I,Batman,Undirected,2
World War I,Benchmark,Undirected,2
World War I,Bowling,Undirected,2
World War I,Bullet Time,Undirected,2
World War I,Capitalism,Undirected,2
World War I,Character Action Game,Undirected,2
World War I,Chess,Undirected,2
World War I,Clicker,Undirected,2
World War I,Cold War,Undirected,4
World War I,Conspiracy,Undirected,2
World War I,Co-op Campaign,Undirected,2
World War I,Dark Comedy,Undirected,2
World War I,Diplomacy,Undirected,2
World War I,Dynamic Narration,Undirected,2
World War I,Fishing,Undirected,2
World War I,FMV,Undirected,2
World War I,Gambling,Undirected,2
World War I,Golf,Undirected,2
World War I,Grid-Based Movement,Undirected,2
World War I,Horses,Undirected,2
World War I,Inventory Management,Undirected,2
World War I,Lara Croft,Undirected,2
World War I,Lemmings,Undirected,2
World War I,Lore-Rich,Undirected,2
World War I,Mars,Undirected,2
World War I,Martial Arts,Undirected,2
World War I,Mini Golf,Undirected,2
World War I,Mining,Undirected,2
World War I,Modern,Undirected,2
World War I,Mouse only,Undirected,2
World War I,Music-Based Procedural Generation,Undirected,2
World War I,Mystery Dungeon,Undirected,2
World War I,Mythology,Undirected,2
World War I,Narration,Undirected,2
World War I,Nonlinear,Undirected,2
World War I,NSFW,Undirected,2
World War I,Offroad,Undirected,2
World War I,On-Rails Shooter,Undirected,2
World War I,Philisophical,Undirected,3
World War I,Pinball,Undirected,2
World War I,Political,Undirected,2
World War I,Politics,Undirected,3
World War I,Pool,Undirected,2
World War I,Programming,Undirected,2
World War I,Real Time Tactics,Undirected,2
World War I,Rome,Undirected,2
World War I,Runner,Undirected,2
World War I,Sailing,Undirected,2
World War I,Score Attack,Undirected,2
World War I,Silent Protagonist,Undirected,2
World War I,Sniper,Undirected,2
World War I,Soccer,Undirected,2
World War I,Sokoban,Undirected,2
World War I,Spectacle fighter,Undirected,2
World War I,Spelling,Undirected,2
World War I,Star Wars,Undirected,2
World War I,Swordplay,Undirected,2
World War I,Time Attack,Undirected,2
World War I,Time Manipulation,Undirected,2
World War I,Transhumanism,Undirected,2
World War I,Typing,Undirected,2
World War I,Underwater,Undirected,2
World War I,Villain Protagonist,Undirected,2
World War I,Warhammer 40K,Undirected,2
World War I,Werewolves,Undirected,2
World War I,Word Game,Undirected,2
1990's,1980s,Undirected,8
1990's,2.5D,Undirected,2
1990's,2D Fighter,Undirected,2
1990's,6DOF,Undirected,3
1990's,Abstract,Undirected,2
1990's,Agriculture,Undirected,2
1990's,Alternate History,Undirected,2
1990's,America,Undirected,2
1990's,Assassin,Undirected,2
1990's,Asynchronous Multiplayer,Undirected,2
1990's,Based On A Novel,Undirected,2
1990's,Basketball,Undirected,2
1990's,Batman,Undirected,2
1990's,Benchmark,Undirected,2
1990's,Bowling,Undirected,2
1990's,Bullet Time,Undirected,2
1990's,Capitalism,Undirected,2
1990's,Cartoon,Undirected,2
1990's,Character Action Game,Undirected,2
1990's,Chess,Undirected,2
1990's,Cinematic,Undirected,3
1990's,Class-Based,Undirected,4
1990's,Clicker,Undirected,2
1990's,Cold War,Undirected,2
1990's,Comic Book,Undirected,2
1990's,Conspiracy,Undirected,4
1990's,Co-op Campaign,Undirected,2
1990's,Crowdfunded,Undirected,2
1990's,CRPG,Undirected,2
1990's,Dark Comedy,Undirected,2
1990's,Dinosaurs,Undirected,2
1990's,Diplomacy,Undirected,2
1990's,Documentary,Undirected,2
1990's,Dynamic Narration,Undirected,2
1990's,e-sports,Undirected,3
1990's,Fishing,Undirected,2
1990's,FMV,Undirected,16
1990's,Football,Undirected,2
1990's,Gambling,Undirected,2
1990's,GameMaker,Undirected,2
1990's,Games Workshop,Undirected,2
1990's,God Game,Undirected,2
