Source,Target,Type,Weight
1980s,2.5D,Undirected,2
1980s,2D Fighter,Undirected,2
1980s,6DOF,Undirected,2
1980s,Abstract,Undirected,2
1980s,Agriculture,Undirected,2
1980s,Alternate History,Undirected,3
1980s,America,Undirected,3
1980s,Assassin,Undirected,2
1980s,Asynchronous Multiplayer,Undirected,2
1980s,Based On A Novel,Undirected,2
1980s,Basketball,Undirected,3
1980s,Batman,Undirected,2
1980s,Benchmark,Undirected,2
1980s,Bowling,Undirected,2
1980s,Bullet Time,Undirected,2
1980s,Capitalism,Undirected,2
1980s,Cartoon,Undirected,4
1980s,Character Action Game,Undirected,3
1980s,Chess,Undirected,2
1980s,Cinematic,Undirected,2
1980s,Class-Based,Undirected,2
1980s,Clicker,Undirected,2
1980s,Cold War,Undirected,2
1980s,Comic Book,Undirected,2
1980s,Conspiracy,Undirected,2
1980s,Co-op Campaign,Undirected,2
1980s,Crowdfunded,Undirected,2
1980s,CRPG,Undirected,2
1980s,Dark Comedy,Undirected,2
1980s,Dinosaurs,Undirected,2
1980s,Diplomacy,Undirected,2
1980s,Documentary,Undirected,2
1980s,Dynamic Narration,Undirected,2
1980s,e-sports,Undirected,2
1980s,Fishing,Undirected,2
1980s,FMV,Undirected,3
1980s,Football,Undirected,2
1980s,Gambling,Undirected,2
1980s,GameMaker,Undirected,2
1980s,Games Workshop,Undirected,2
1980s,God Game,Undirected,2
1980s,Golf,Undirected,2
1980s,Gothic,Undirected,2
1980s,Grid-Based Movement,Undirected,2
1980s,Gun Customization,Undirected,2
1980s,Hacking,Undirected,2
1980s,Hand-drawn,Undirected,2
1980s,Heist,Undirected,2
1980s,Hex Grid,Undirected,2
1980s,Horses,Undirected,2
1980s,Hunting,Undirected,2
1980s,Inventory Management,Undirected,2
1980s,Lara Croft,Undirected,2
1980s,LEGO,Undirected,2
1980s,Lemmings,Undirected,2
1980s,Linear,Undirected,2
1980s,Lore-Rich,Undirected,3
1980s,Lovecraftian,Undirected,2
1980s,Mars,Undirected,3
1980s,Martial Arts,Undirected,3
1980s,Match 3,Undirected,2
1980s,Mechs,Undirected,3
1980s,Mini Golf,Undirected,2
1980s,Mining,Undirected,2
1980s,Modern,Undirected,2
1980s,Mouse only,Undirected,2
1980s,Music-Based Procedural Generation,Undirected,2
1980s,Mystery Dungeon,Undirected,2
1980s,Mythology,Undirected,2
1980s,Narration,Undirected,2
1980s,Naval,Undirected,2
1980s,Ninja,Undirected,2
1980s,Noir,Undirected,5
1980s,Nonlinear,Undirected,2
1980s,NSFW,Undirected,2
1980s,Offroad,Undirected,2
1980s,On-Rails Shooter,Undirected,2
1980s,Otome,Undirected,2
1980s,Parody,Undirected,5
1980s,Philisophical,Undirected,2
1980s,Pinball,Undirected,2
1980s,Pirates,Undirected,2
1980s,Political,Undirected,2
1980s,Politics,Undirected,2
1980s,Pool,Undirected,2
1980s,Programming,Undirected,2
1980s,Psychedelic,Undirected,3
1980s,Psychological,Undirected,2
1980s,Quick-Time Events,Undirected,3
1980s,Real Time Tactics,Undirected,2
1980s,Real-Time,Undirected,2
1980s,Rhythm,Undirected,3
1980s,Rome,Undirected,2
1980s,Runner,Undirected,2
1980s,Sailing,Undirected,2
1980s,Satire,Undirected,3
1980s,Science,Undirected,2
1980s,Score Attack,Undirected,2
1980s,Sexual Content,Undirected,3
1980s,Silent Protagonist,Undirected,2
1980s,Sniper,Undirected,2
1980s,Soccer,Undirected,2
1980s,Sokoban,Undirected,2
1980s,Soundtrack,Undirected,2
1980s,Spectacle fighter,Undirected,3
1980s,Spelling,Undirected,2
1980s,Split Screen,Undirected,2
1980s,Star Wars,Undirected,2
1980s,Strategy RPG,Undirected,2
1980s,Superhero,Undirected,2
1980s,Supernatural,Undirected,2
1980s,Swordplay,Undirected,2
1980s,Tactical RPG,Undirected,2
1980s,Tanks,Undirected,2
1980s,Time Attack,Undirected,3
1980s,Time Manipulation,Undirected,2
1980s,Time Travel,Undirected,2
1980s,Trading,Undirected,2
1980s,Trading Card Game,Undirected,2
1980s,Transhumanism,Undirected,2
1980s,Typing,Undirected,2
1980s,Underwater,Undirected,2
1980s,Vampire,Undirected,2
1980s,Villain Protagonist,Undirected,2
1980s,Voxel,Undirected,3
1980s,Wargame,Undirected,2
1980s,Warhammer 40K,Undirected,2
1980s,Werewolves,Undirected,2
1980s,Western,Undirected,2
1980s,Word Game,Undirected,2
1980s,World War I,Undirected,2
2.5D,2D Fighter,Undirected,7
2.5D,6DOF,Undirected,2
2.5D,Abstract,Undirected,4
2.5D,Agriculture,Undirected,2
2.5D,Alternate History,Undirected,3
2.5D,America,Undirected,2
2.5D,Assassin,Undirected,5
2.5D,Asynchronous Multiplayer,Undirected,2
2.5D,Based On A Novel,Undirected,2
2.5D,Basketball,Undirected,2
2.5D,Batman,Undirected,4
2.5D,Benchmark,Undirected,2
2.5D,Bowling,Undirected,2
2.5D,Bullet Time,Undirected,2
2.5D,Capitalism,Undirected,2
2.5D,Cartoon,Undirected,2
2.5D,Character Action Game,Undirected,2
2.5D,Chess,Undirected,2
2.5D,Cinematic,Undirected,2
2.5D,Class-Based,Undirected,2
2.5D,Clicker,Undirected,2
2.5D,Cold War,Undirected,2
2.5D,Comic Book,Undirected,3
2.5D,Conspiracy,Undirected,2
2.5D,Co-op Campaign,Undirected,2
2.5D,Crowdfunded,Undirected,2
2.5D,CRPG,Undirected,2
2.5D,Dark Comedy,Undirected,2
2.5D,Dinosaurs,Undirected,2
2.5D,Diplomacy,Undirected,2
2.5D,Documentary,Undirected,2
2.5D,Dynamic Narration,Undirected,2
2.5D,e-sports,Undirected,3
2.5D,Fishing,Undirected,2
2.5D,FMV,Undirected,2
2.5D,Football,Undirected,2
2.5D,Gambling,Undirected,2
2.5D,GameMaker,Undirected,2
2.5D,Games Workshop,Undirected,2
2.5D,God Game,Undirected,2
2.5D,Golf,Undirected,2
2.5D,Gothic,Undirected,2
2.5D,Grid-Based Movement,Undirected,2
2.5D,Gun Customization,Undirected,2
2.5D,Hacking,Undirected,2
2.5D,Hand-drawn,Undirected,2
2.5D,Heist,Undirected,2
2.5D,Hex Grid,Undirected,2
2.5D,Horses,Undirected,2
2.5D,Hunting,Undirected,2
2.5D,Inventory Management,Undirected,3
2.5D,Lara Croft,Undirected,2
2.5D,LEGO,Undirected,2
2.5D,Lemmings,Undirected,2
2.5D,Linear,Undirected,2
2.5D,Lore-Rich,Undirected,2
2.5D,Lovecraftian,Undirected,2
2.5D,Mars,Undirected,2
2.5D,Martial Arts,Undirected,2
2.5D,Match 3,Undirected,2
2.5D,Mechs,Undirected,4
2.5D,Mini Golf,Undirected,2
2.5D,Mining,Undirected,2
2.5D,Modern,Undirected,2
2.5D,Mouse only,Undirected,2
2.5D,Music-Based Procedural Generation,Undirected,2
2.5D,Mystery Dungeon,Undirected,2
2.5D,Mythology,Undirected,2
2.5D,Narration,Undirected,2
2.5D,Naval,Undirected,2
2.5D,Ninja,Undirected,3
2.5D,Noir,Undirected,2
2.5D,Nonlinear,Undirected,2
2.5D,NSFW,Undirected,2
2.5D,Offroad,Undirected,2
2.5D,On-Rails Shooter,Undirected,2
2.5D,Otome,Undirected,2
2.5D,Parody,Undirected,2
2.5D,Philisophical,Undirected,2
2.5D,Pinball,Undirected,2
2.5D,Pirates,Undirected,2
2.5D,Political,Undirected,2
2.5D,Politics,Undirected,2
2.5D,Pool,Undirected,2
2.5D,Programming,Undirected,2
2.5D,Psychedelic,Undirected,2
2.5D,Psychological,Undirected,2
2.5D,Quick-Time Events,Undirected,2
2.5D,Real Time Tactics,Undirected,2
2.5D,Real-Time,Undirected,2
2.5D,Rhythm,Undirected,2
2.5D,Rome,Undirected,2
2.5D,Runner,Undirected,3
2.5D,Sailing,Undirected,2
2.5D,Satire,Undirected,2
2.5D,Science,Undirected,2
2.5D,Score Attack,Undirected,4
2.5D,Sexual Content,Undirected,2
2.5D,Silent Protagonist,Undirected,2
2.5D,Sniper,Undirected,2
2.5D,Soccer,Undirected,2
2.5D,Sokoban,Undirected,2
2.5D,Soundtrack,Undirected,2
2.5D,Spectacle fighter,Undirected,2
2.5D,Spelling,Undirected,2
2.5D,Split Screen,Undirected,3
2.5D,Star Wars,Undirected,2
2.5D,Strategy RPG,Undirected,2
2.5D,Superhero,Undirected,4
2.5D,Supernatural,Undirected,2
2.5D,Swordplay,Undirected,3
2.5D,Tactical RPG,Undirected,2
2.5D,Tanks,Undirected,2
2.5D,Time Attack,Undirected,2
2.5D,Time Manipulation,Undirected,2
2.5D,Time Travel,Undirected,2
2.5D,Trading,Undirected,2
2.5D,Trading Card Game,Undirected,2
2.5D,Transhumanism,Undirected,2
2.5D,Typing,Undirected,2
2.5D,Underwater,Undirected,2
2.5D,Vampire,Undirected,2
2.5D,Villain Protagonist,Undirected,2
2.5D,Voxel,Undirected,2
2.5D,Wargame,Undirected,2
2.5D,Warhammer 40K,Undirected,2
2.5D,Werewolves,Undirected,2
2.5D,Western,Undirected,2
2.5D,Word Game,Undirected,2
2.5D,World War I,Undirected,2
2D Fighter,6DOF,Undirected,2
2D Fighter,Abstract,Undirected,2
2D Fighter,Agriculture,Undirected,2
2D Fighter,Alternate History,Undirected,2
2D Fighter,America,Undirected,2
2D Fighter,Assassin,Undirected,2
2D Fighter,Asynchronous Multiplayer,Undirected,2
2D Fighter,Based On A Novel,Undirected,2
2D Fighter,Basketball,Undirected,2
2D Fighter,Batman,Undirected,3
2D Fighter,Benchmark,Undirected,2
2D Fighter,Bowling,Undirected,2
2D Fighter,Bullet Time,Undirected,2
2D Fighter,Capitalism,Undirected,2
2D Fighter,Cartoon,Undirected,6
2D Fighter,Character Action Game,Undirected,2
2D Fighter,Chess,Undirected,2
2D Fighter,Cinematic,Undirected,2
2D Fighter,Class-Based,Undirected,2
2D Fighter,Clicker,Undirected,2
2D Fighter,Cold War,Undirected,2
2D Fighter,Comic Book,Undirected,3
2D Fighter,Conspiracy,Undirected,2
2D Fighter,Co-op Campaign,Undirected,2
2D Fighter,Crowdfunded,Undirected,2
2D Fighter,CRPG,Undirected,2
2D Fighter,Dark Comedy,Undirected,2
2D Fighter,Dinosaurs,Undirected,2
2D Fighter,Diplomacy,Undirected,2
2D Fighter,Dynamic Narration,Undirected,2
2D Fighter,e-sports,Undirected,10
2D Fighter,Fishing,Undirected,2
2D Fighter,FMV,Undirected,2
2D Fighter,Football,Undirected,2
2D Fighter,Gambling,Undirected,2
2D Fighter,GameMaker,Undirected,2
2D Fighter,Games Workshop,Undirected,2
2D Fighter,God Game,Undirected,2
2D Fighter,Golf,Undirected,2
2D Fighter,Gothic,Undirected,2
2D Fighter,Grid-Based Movement,Undirected,2
2D Fighter,Gun Customization,Undirected,2
2D Fighter,Hacking,Undirected,2
2D Fighter,Hand-drawn,Undirected,3
2D Fighter,Heist,Undirected,2
2D Fighter,Hex Grid,Undirected,2
2D Fighter,Horses,Undirected,2
2D Fighter,Hunting,Undirected,2
2D Fighter,Inventory Management,Undirected,2
2D Fighter,Lara Croft,Undirected,2
2D Fighter,LEGO,Undirected,2
2D Fighter,Lemmings,Undirected,2
2D Fighter,Linear,Undirected,2
2D Fighter,Lore-Rich,Undirected,2
2D Fighter,Mars,Undirected,2
2D Fighter,Martial Arts,Undirected,3
2D Fighter,Mini Golf,Undirected,2
2D Fighter,Mining,Undirected,2
2D Fighter,Modern,Undirected,2
2D Fighter,Mouse only,Undirected,2
2D Fighter,Music-Based Procedural Generation,Undirected,2
2D Fighter,Mystery Dungeon,Undirected,2
2D Fighter,Mythology,Undirected,2
2D Fighter,Narration,Undirected,2
2D Fighter,Naval,Undirected,2
2D Fighter,Noir,Undirected,2
2D Fighter,Nonlinear,Undirected,2
2D Fighter,NSFW,Undirected,2
2D Fighter,Offroad,Undirected,2
2D Fighter,On-Rails Shooter,Undirected,2
2D Fighter,Otome,Undirected,2
2D Fighter,Parody,Undirected,3
2D Fighter,Philisophical,Undirected,2
2D Fighter,Pinball,Undirected,2
2D Fighter,Political,Undirected,2
2D Fighter,Politics,Undirected,2
2D Fighter,Pool,Undirected,2
2D Fighter,Programming,Undirected,2
2D Fighter,Psychedelic,Undirected,2
2D Fighter,Psychological,Undirected,2
2D Fighter,Quick-Time Events,Undirected,2
2D Fighter,Real Time Tactics,Undirected,2
2D Fighter,Real-Time,Undirected,2
2D Fighter,Rhythm,Undirected,2
2D Fighter,Rome,Undirected,2
2D Fighter,Runner,Undirected,2
2D Fighter,Sailing,Undirected,2
2D Fighter,Satire,Undirected,2
2D Fighter,Science,Undirected,2
2D Fighter,Score Attack,Undirected,2
2D Fighter,Sexual Content,Undirected,2
2D Fighter,Silent Protagonist,Undirected,2
2D Fighter,Sniper,Undirected,2
2D Fighter,Soccer,Undirected,2
2D Fighter,Sokoban,Undirected,2
2D Fighter,Spectacle fighter,Undirected,2
2D Fighter,Spelling,Undirected,2
2D Fighter,Split Screen,Undirected,2
2D Fighter,Star Wars,Undirected,2
2D Fighter,Strategy RPG,Undirected,2
2D Fighter,Supernatural,Undirected,2
2D Fighter,Swordplay,Undirected,5
2D Fighter,Tactical RPG,Undirected,2
2D Fighter,Tanks,Undirected,2
2D Fighter,Time Attack,Undirected,2
2D Fighter,Time Manipulation,Undirected,2
2D Fighter,Time Travel,Undirected,2
2D Fighter,Trading,Undirected,2
2D Fighter,Trading Card Game,Undirected,2
2D Fighter,Transhumanism,Undirected,2
2D Fighter,Typing,Undirected,2
2D Fighter,Underwater,Undirected,2
2D Fighter,Vampire,Undirected,2
2D Fighter,Villain Protagonist,Undirected,2
2D Fighter,Voxel,Undirected,2
2D Fighter,Warhammer 40K,Undirected,2
2D Fighter,Werewolves,Undirected,2
2D Fighter,Western,Undirected,2
2D Fighter,Word Game,Undirected,2
2D Fighter,World War I,Undirected,2
6DOF,Asynchronous Multiplayer,Undirected,2
6DOF,Basketball,Undirected,2
6DOF,Benchmark,Undirected,2
6DOF,Bowling,Undirected,2
6DOF,Bullet Time,Undirected,2
6DOF,Capitalism,Undirected,2
6DOF,Chess,Undirected,2
6DOF,Conspiracy,Undirected,2
6DOF,Diplomacy,Undirected,2
6DOF,Dynamic Narration,Undirected,2
6DOF,Fishing,Undirected,2
6DOF,Gambling,Undirected,2
6DOF,Golf,Undirected,2
6DOF,Grid-Based Movement,Undirected,2
6DOF,Horses,Undirected,2
6DOF,Inventory Management,Undirected,2
6DOF,Lara Croft,Undirected,2
6DOF,Lemmings,Undirected,2
6DOF,Mars,Undirected,2
6DOF,Mini Golf,Undirected,2
6DOF,Mining,Undirected,2
6DOF,Modern,Undirected,2
6DOF,Music-Based Procedural Generation,Undirected,2
6DOF,Mystery Dungeon,Undirected,2
6DOF,Mythology,Undirected,2
6DOF,Nonlinear,Undirected,2
6DOF,NSFW,Undirected,2
6DOF,Offroad,Undirected,2
6DOF,On-Rails Shooter,Undirected,2
6DOF,Philisophical,Undirected,2
6DOF,Pool,Undirected,2
6DOF,Programming,Undirected,2
6DOF,Rome,Undirected,2
6DOF,Sailing,Undirected,3
6DOF,Silent Protagonist,Undirected,2
6DOF,Sniper,Undirected,2
6DOF,Sokoban,Undirected,2
6DOF,Spectacle fighter,Undirected,2
6DOF,Spelling,Undirected,2
6DOF,Time Attack,Undirected,2
6DOF,Time Manipulation,Undirected,2
6DOF,Transhumanism,Undirected,2
6DOF,Typing,Undirected,2
6DOF,Werewolves,Undirected,2
6DOF,Word Game,Undirected,2
Abstract,6DOF,Undirected,2
Abstract,Agriculture,Undirected,2
Abstract,Alternate History,Undirected,2
Abstract,America,Undirected,2
Abstract,Asynchronous Multiplayer,Undirected,2
Abstract,Based On A Novel,Undirected,2
Abstract,Basketball,Undirected,2
Abstract,Batman,Undirected,2
Abstract,Benchmark,Undirected,2
Abstract,Bowling,Undirected,2
Abstract,Bullet Time,Undirected,2
Abstract,Capitalism,Undirected,2
Abstract,Character Action Game,Undirected,2
Abstract,Chess,Undirected,3
Abstract,Cinematic,Undirected,4
Abstract,Class-Based,Undirected,2
Abstract,Clicker,Undirected,2
Abstract,Cold War,Undirected,2
Abstract,Conspiracy,Undirected,2
Abstract,Co-op Campaign,Undirected,2
Abstract,Crowdfunded,Undirected,2
Abstract,CRPG,Undirected,2
Abstract,Dark Comedy,Undirected,2
Abstract,Diplomacy,Undirected,2
Abstract,Dynamic Narration,Undirected,2
Abstract,Fishing,Undirected,2
Abstract,FMV,Undirected,2
Abstract,Football,Undirected,3
Abstract,Gambling,Undirected,2
Abstract,God Game,Undirected,2
Abstract,Golf,Undirected,2
Abstract,Gothic,Undirected,2
Abstract,Grid-Based Movement,Undirected,2
Abstract,Gun Customization,Undirected,2
Abstract,Heist,Undirected,2
Abstract,Hex Grid,Undirected,2
Abstract,Horses,Undirected,2
Abstract,Hunting,Undirected,2
Abstract,Inventory Management,Undirected,2
Abstract,Lara Croft,Undirected,2
Abstract,LEGO,Undirected,2
Abstract,Lemmings,Undirected,2
Abstract,Lore-Rich,Undirected,2
Abstract,Mars,Undirected,2
Abstract,Martial Arts,Undirected,2
Abstract,Mini Golf,Undirected,2
Abstract,Mining,Undirected,2
Abstract,Modern,Undirected,3
Abstract,Mouse only,Undirected,2
Abstract,Music-Based Procedural Generation,Undirected,2
Abstract,Mystery Dungeon,Undirected,2
Abstract,Mythology,Undirected,2
Abstract,Narration,Undirected,4
Abstract,Naval,Undirected,2
Abstract,Nonlinear,Undirected,3
Abstract,NSFW,Undirected,2
Abstract,Offroad,Undirected,2
Abstract,On-Rails Shooter,Undirected,2
Abstract,Otome,Undirected,2
Abstract,Parody,Undirected,2
Abstract,Philisophical,Undirected,2
Abstract,Pinball,Undirected,2
Abstract,Political,Undirected,2
Abstract,Politics,Undirected,2
Abstract,Pool,Undirected,2
Abstract,Programming,Undirected,2
Abstract,Psychedelic,Undirected,8
Abstract,Real Time Tactics,Undirected,2
Abstract,Rome,Undirected,2
Abstract,Runner,Undirected,3
Abstract,Sailing,Undirected,2
Abstract,Satire,Undirected,2
Abstract,Science,Undirected,3
Abstract,Score Attack,Undirected,3
Abstract,Sexual Content,Undirected,2
Abstract,Silent Protagonist,Undirected,3
Abstract,Sniper,Undirected,2
Abstract,Soccer,Undirected,3
Abstract,Sokoban,Undirected,2
Abstract,Spectacle fighter,Undirected,2
Abstract,Spelling,Undirected,2
Abstract,Star Wars,Undirected,2
Abstract,Supernatural,Undirected,2
Abstract,Swordplay,Undirected,2
Abstract,Tactical RPG,Undirected,2
Abstract,Tanks,Undirected,2
Abstract,Time Attack,Undirected,4
Abstract,Time Manipulation,Undirected,2
Abstract,Time Travel,Undirected,3
Abstract,Trading,Undirected,2
Abstract,Trading Card Game,Undirected,2
Abstract,Transhumanism,Undirected,3
Abstract,Typing,Undirected,2
Abstract,Underwater,Undirected,2
Abstract,Vampire,Undirected,2
Abstract,Villain Protagonist,Undirected,2
Abstract,Warhammer 40K,Undirected,2
Abstract,Werewolves,Undirected,2
Abstract,Western,Undirected,2
Abstract,Word Game,Undirected,2
Abstract,World War I,Undirected,2
Agriculture,6DOF,Undirected,2
Agriculture,Asynchronous Multiplayer,Undirected,2
Agriculture,Basketball,Undirected,2
Agriculture,Benchmark,Undirected,2
Agriculture,Bowling,Undirected,2
Agriculture,Bullet Time,Undirected,2
Agriculture,Capitalism,Undirected,2
Agriculture,Chess,Undirected,2
Agriculture,Conspiracy,Undirected,2
Agriculture,Diplomacy,Undirected,2
Agriculture,Dynamic Narration,Undirected,2
Agriculture,Fishing,Undirected,3
Agriculture,Gambling,Undirected,2
Agriculture,Golf,Undirected,2
Agriculture,Grid-Based Movement,Undirected,2
Agriculture,Horses,Undirected,2
Agriculture,Inventory Management,Undirected,2
Agriculture,Lara Croft,Undirected,2
Agriculture,Lemmings,Undirected,2
Agriculture,Mars,Undirected,2
Agriculture,Mini Golf,Undirected,2
Agriculture,Mining,Undirected,2
Agriculture,Modern,Undirected,2
Agriculture,Music-Based Procedural Generation,Undirected,2
Agriculture,Mystery Dungeon,Undirected,2
Agriculture,Mythology,Undirected,2
Agriculture,Nonlinear,Undirected,2
Agriculture,NSFW,Undirected,2
Agriculture,Offroad,Undirected,2
Agriculture,On-Rails Shooter,Undirected,2
Agriculture,Philisophical,Undirected,2
Agriculture,Pool,Undirected,2
Agriculture,Programming,Undirected,2
Agriculture,Rome,Undirected,2
Agriculture,Sailing,Undirected,2
Agriculture,Silent Protagonist,Undirected,2
Agriculture,Sniper,Undirected,2
Agriculture,Sokoban,Undirected,2
Agriculture,Spectacle fighter,Undirected,2
Agriculture,Spelling,Undirected,2
Agriculture,Time Attack,Undirected,2
Agriculture,Time Manipulation,Undirected,2
Agriculture,Transhumanism,Undirected,2
Agriculture,Typing,Undirected,2
Agriculture,Werewolves,Undirected,2
Agriculture,Word Game,Undirected,2
Alternate History,6DOF,Undirected,2
Alternate History,Agriculture,Undirected,2
Alternate History,America,Undirected,2
Alternate History,Asynchronous Multiplayer,Undirected,2
Alternate History,Based On A Novel,Undirected,2
Alternate History,Basketball,Undirected,2
Alternate History,Batman,Undirected,2
Alternate History,Benchmark,Undirected,2
Alternate History,Bowling,Undirected,2
Alternate History,Bullet Time,Undirected,3
Alternate History,Capitalism,Undirected,2
Alternate History,Character Action Game,Undirected,2
Alternate History,Chess,Undirected,2
Alternate History,Cinematic,Undirected,2
Alternate History,Class-Based,Undirected,2
Alternate History,Clicker,Undirected,2
Alternate History,Cold War,Undirected,4
Alternate History,Conspiracy,Undirected,2
Alternate History,Co-op Campaign,Undirected,3
Alternate History,Crowdfunded,Undirected,2
Alternate History,CRPG,Undirected,3
Alternate History,Dark Comedy,Undirected,2
Alternate History,Diplomacy,Undirected,2
Alternate History,Dynamic Narration,Undirected,2
Alternate History,Fishing,Undirected,2
Alternate History,FMV,Undirected,4
Alternate History,Football,Undirected,2
Alternate History,Gambling,Undirected,2
Alternate History,God Game,Undirected,2
Alternate History,Golf,Undirected,2
Alternate History,Gothic,Undirected,2
Alternate History,Grid-Based Movement,Undirected,2
Alternate History,Gun Customization,Undirected,2
Alternate History,Heist,Undirected,2
Alternate History,Hex Grid,Undirected,2
Alternate History,Horses,Undirected,2
Alternate History,Hunting,Undirected,2
Alternate History,Inventory Management,Undirected,3
Alternate History,Lara Croft,Undirected,2
Alternate History,LEGO,Undirected,2
Alternate History,Lemmings,Undirected,2
Alternate History,Lore-Rich,Undirected,2
Alternate History,Mars,Undirected,2
Alternate History,Martial Arts,Undirected,2
Alternate History,Mini Golf,Undirected,2
Alternate History,Mining,Undirected,2
Alternate History,Modern,Undirected,2
Alternate History,Mouse only,Undirected,2
Alternate History,Music-Based Procedural Generation,Undirected,2
Alternate History,Mystery Dungeon,Undirected,2
Alternate History,Mythology,Undirected,2
Alternate History,Narration,Undirected,2
Alternate History,Naval,Undirected,3
Alternate History,Nonlinear,Undirected,2
Alternate History,NSFW,Undirected,2
Alternate History,Offroad,Undirected,2
Alternate History,On-Rails Shooter,Undirected,2
Alternate History,Otome,Undirected,2
Alternate History,Parody,Undirected,2
Alternate History,Philisophical,Undirected,2
Alternate History,Pinball,Undirected,2
Alternate History,Political,Undirected,3
Alternate History,Politics,Undirected,2
Alternate History,Pool,Undirected,2
Alternate History,Programming,Undirected,2
Alternate History,Psychedelic,Undirected,2
Alternate History,Real Time Tactics,Undirected,5
Alternate History,Rome,Undirected,4
Alternate History,Runner,Undirected,2
Alternate History,Sailing,Undirected,2
Alternate History,Satire,Undirected,2
Alternate History,Science,Undirected,2
Alternate History,Score Attack,Undirected,2
Alternate History,Sexual Content,Undirected,2
Alternate History,Silent Protagonist,Undirected,2
Alternate History,Sniper,Undirected,2
Alternate History,Soccer,Undirected,2
Alternate History,Sokoban,Undirected,2
Alternate History,Spectacle fighter,Undirected,2
Alternate History,Spelling,Undirected,2
Alternate History,Star Wars,Undirected,2
Alternate History,Supernatural,Undirected,2
Alternate History,Swordplay,Undirected,3
Alternate History,Tactical RPG,Undirected,3
Alternate History,Tanks,Undirected,2
Alternate History,Time Attack,Undirected,2
Alternate History,Time Manipulation,Undirected,3
Alternate History,Time Travel,Undirected,4
Alternate History,Trading,Undirected,2
Alternate History,Trading Card Game,Undirected,2
Alternate History,Transhumanism,Undirected,2
Alternate History,Typing,Undirected,2
Alternate History,Underwater,Undirected,2
Alternate History,Vampire,Undirected,2
Alternate History,Villain Protagonist,Undirected,2
Alternate History,Warhammer 40K,Undirected,2
Alternate History,Werewolves,Undirected,2
Alternate History,Western,Undirected,2
Alternate History,Word Game,Undirected,2
Alternate History,World War I,Undirected,4
America,6DOF,Undirected,2
America,Agriculture,Undirected,2
America,Asynchronous Multiplayer,Undirected,2
America,Basketball,Undirected,2
America,Batman,Undirected,2
America,Benchmark,Undirected,2
America,Bowling,Undirected,2
America,Bullet Time,Undirected,2
America,Capitalism,Undirected,2
America,Character Action Game,Undirected,2
America,Chess,Undirected,2
America,Class-Based,Undirected,2
America,Clicker,Undirected,2
America,Cold War,Undirected,2
America,Conspiracy,Undirected,2
America,Co-op Campaign,Undirected,2
America,Crowdfunded,Undirected,2
America,CRPG,Undirected,2
America,Dark Comedy,Undirected,2
America,Diplomacy,Undirected,2
America,Dynamic Narration,Undirected,2
America,Fishing,Undirected,2
America,FMV,Undirected,2
America,Football,Undirected,2
America,Gambling,Undirected,2
America,God Game,Undirected,2
America,Golf,Undirected,2
America,Gothic,Undirected,2
America,Grid-Based Movement,Undirected,2
America,Gun Customization,Undirected,3
America,Heist,Undirected,2
America,Hex Grid,Undirected,2
America,Horses,Undirected,2
America,Inventory Management,Undirected,2
America,Lara Croft,Undirected,2
America,LEGO,Undirected,2
America,Lemmings,Undirected,2
America,Lore-Rich,Undirected,2
America,Mars,Undirected,2
America,Martial Arts,Undirected,2
America,Mini Golf,Undirected,2
America,Mining,Undirected,2
America,Modern,Undirected,3
America,Mouse only,Undirected,2
America,Music-Based Procedural Generation,Undirected,2
America,Mystery Dungeon,Undirected,2
America,Mythology,Undirected,2
America,Narration,Undirected,2
America,Naval,Undirected,3
America,Nonlinear,Undirected,2
America,NSFW,Undirected,2
America,Offroad,Undirected,3
America,On-Rails Shooter,Undirected,3
America,Parody,Undirected,2
America,Philisophical,Undirected,2
America,Pinball,Undirected,2
America,Political,Undirected,4
America,Politics,Undirected,4
America,Pool,Undirected,2
America,Programming,Undirected,2
America,Psychedelic,Undirected,2
America,Real Time Tactics,Undirected,2
America,Rome,Undirected,2
America,Runner,Undirected,2
America,Sailing,Undirected,2
America,Satire,Undirected,2
America,Science,Undirected,2
America,Score Attack,Undirected,2
America,Silent Protagonist,Undirected,2
America,Sniper,Undirected,2
America,Soccer,Undirected,2
America,Sokoban,Undirected,2
America,Spectacle fighter,Undirected,2
America,Spelling,Undirected,2
America,Star Wars,Undirected,2
America,Swordplay,Undirected,2
America,Tactical RPG,Undirected,2
America,Time Attack,Undirected,2
America,Time Manipulation,Undirected,2
America,Time Travel,Undirected,2
America,Trading,Undirected,2
America,Transhumanism,Undirected,2
America,Typing,Undirected,2
America,Underwater,Undirected,2
America,Vampire,Undirected,2
America,Villain Protagonist,Undirected,2
America,Warhammer 40K,Undirected,2
America,Werewolves,Undirected,2
America,Western,Undirected,2
America,Word Game,Undirected,2
America,World War I,Undirected,2
Assassin,6DOF,Undirected,2
Assassin,Abstract,Undirected,2
Assassin,Agriculture,Undirected,2
Assassin,Alternate History,Undirected,2
Assassin,America,Undirected,3
Assassin,Asynchronous Multiplayer,Undirected,2
Assassin,Based On A Novel,Undirected,2
Assassin,Basketball,Undirected,2
Assassin,Batman,Undirected,2
Assassin,Benchmark,Undirected,2
Assassin,Bowling,Undirected,2
Assassin,Bullet Time,Undirected,2
Assassin,Capitalism,Undirected,2
Assassin,Cartoon,Undirected,3
Assassin,Character Action Game,Undirected,2
Assassin,Chess,Undirected,2
