Source,Target,Type,Weight
Local Co-Op,Rhythm,Undirected,0.954242509
Local Co-Op,Rome,Undirected,0.301029996
Local Co-Op,Runner,Undirected,0.477121255
Local Co-Op,Sailing,Undirected,0.301029996
Local Co-Op,Satire,Undirected,0.301029996
Local Co-Op,Science,Undirected,0.301029996
Local Co-Op,Score Attack,Undirected,0.84509804
Local Co-Op,Sexual Content,Undirected,0.301029996
Local Co-Op,Silent Protagonist,Undirected,0.301029996
Local Co-Op,Sniper,Undirected,0.301029996
Local Co-Op,Soccer,Undirected,0.698970004
Local Co-Op,Sokoban,Undirected,0.301029996
Local Co-Op,Soundtrack,Undirected,0.477121255
Local Co-Op,Spectacle fighter,Undirected,0.301029996
Local Co-Op,Spelling,Undirected,0.301029996
Local Co-Op,Split Screen,Undirected,1.462397998
Local Co-Op,Star Wars,Undirected,0.77815125
Local Co-Op,Strategy RPG,Undirected,0.301029996
Local Co-Op,Superhero,Undirected,0.903089987
Local Co-Op,Supernatural,Undirected,0.301029996
Local Co-Op,Swordplay,Undirected,0.698970004
Local Co-Op,Tactical RPG,Undirected,0.301029996
Local Co-Op,Tanks,Undirected,0.477121255
Local Co-Op,Time Attack,Undirected,0.84509804
Local Co-Op,Time Manipulation,Undirected,0.477121255
Local Co-Op,Time Travel,Undirected,0.477121255
Local Co-Op,Trading,Undirected,0.301029996
Local Co-Op,Trading Card Game,Undirected,0.301029996
Local Co-Op,Transhumanism,Undirected,0.301029996
Local Co-Op,Typing,Undirected,0.477121255
Local Co-Op,Underwater,Undirected,0.301029996
Local Co-Op,Vampire,Undirected,0.477121255
Local Co-Op,Villain Protagonist,Undirected,0.301029996
Local Co-Op,Voxel,Undirected,0.301029996
Local Co-Op,Wargame,Undirected,0.301029996
Local Co-Op,Warhammer 40K,Undirected,0.477121255
Local Co-Op,Werewolves,Undirected,0.301029996
Local Co-Op,Western,Undirected,0.602059991
Local Co-Op,Word Game,Undirected,0.301029996
Local Co-Op,World War I,Undirected,0.477121255
Local Co-Op,1990's,Undirected,0.477121255
Local Co-Op,3D Platformer,Undirected,0.602059991
Local Co-Op,4X,Undirected,0.301029996
Local Co-Op,Arena Shooter,Undirected,0.84509804
Local Co-Op,Cartoony,Undirected,0.77815125
Local Co-Op,Cult Classic,Undirected,0.477121255
Local Co-Op,Demons,Undirected,0.602059991
Local Co-Op,Destruction,Undirected,0.698970004
Local Co-Op,Detective,Undirected,0.477121255
Local Co-Op,Dragons,Undirected,0.477121255
Local Co-Op,Dystopian,Undirected,0.477121255
Local Co-Op,Economy,Undirected,0.301029996
Local Co-Op,Episodic,Undirected,0.477121255
Local Co-Op,Experimental,Undirected,0.301029996
Local Co-Op,Interactive Fiction,Undirected,0.301029996
Local Co-Op,Loot,Undirected,0.903089987
Local Co-Op,Minimalist,Undirected,0.698970004
Local Co-Op,Mod,Undirected,0.301029996
Local Co-Op,PvE,Undirected,0.301029996
Local Co-Op,Real-Time with Pause,Undirected,0.301029996
Local Co-Op,Remake,Undirected,0.84509804
Local Co-Op,Resource Management,Undirected,0.301029996
Local Co-Op,Space Sim,Undirected,0.301029996
Local Co-Op,Stylized,Undirected,0.77815125
Local Co-Op,Top-Down Shooter,Undirected,1.322219295
Local Co-Op,Touch-Friendly,Undirected,0.301029996
Local Co-Op,Turn-Based Tactics,Undirected,0.602059991
Local Co-Op,3D Vision,Undirected,0.84509804
Local Co-Op,4 Player Local,Undirected,1.939519253
Local Co-Op,Action RPG,Undirected,1.204119983
Local Co-Op,Action-Adventure,Undirected,0.77815125
Local Co-Op,Aliens,Undirected,1
Local Co-Op,Animation & Modeling,Undirected,0.301029996
Local Co-Op,Base-Building,Undirected,0.602059991
Local Co-Op,Beat 'em up,Undirected,1.62324929
Local Co-Op,Blood,Undirected,0.698970004
Local Co-Op,Board Game,Undirected,0.602059991
Local Co-Op,Building,Undirected,0.77815125
Local Co-Op,Bullet Hell,Undirected,1.431363764
Local Co-Op,Card Game,Undirected,0.477121255
Local Co-Op,Character Customization,Undirected,0.602059991
Local Co-Op,Choices Matter,Undirected,0.301029996
Local Co-Op,Choose Your Own Adventure,Undirected,0.477121255
Local Co-Op,City Builder,Undirected,0.301029996
Local Co-Op,Colorful,Undirected,1.322219295
Local Co-Op,Competitive,Undirected,1.204119983
Local Co-Op,Crafting,Undirected,0.698970004
Local Co-Op,Crime,Undirected,0.602059991
Local Co-Op,Cute,Undirected,1.204119983
Local Co-Op,Cyberpunk,Undirected,0.698970004
Local Co-Op,Dark,Undirected,0.77815125
Local Co-Op,Dark Fantasy,Undirected,0.698970004
Local Co-Op,Dark Humor,Undirected,0.698970004
Local Co-Op,Dating Sim,Undirected,0.301029996
Local Co-Op,Drama,Undirected,0.301029996
Local Co-Op,Driving,Undirected,0.77815125
Local Co-Op,Dungeon Crawler,Undirected,1.146128036
Local Co-Op,Education,Undirected,0.698970004
Local Co-Op,Fast-Paced,Undirected,1.380211242
Local Co-Op,Fighting,Undirected,1.414973348
Local Co-Op,Flight,Undirected,0.602059991
Local Co-Op,Futuristic,Undirected,0.477121255
Local Co-Op,Game Development,Undirected,0.301029996
Local Co-Op,Grand Strategy,Undirected,0.301029996
Local Co-Op,Hack and Slash,Undirected,1.322219295
Local Co-Op,Hidden Object,Undirected,0.301029996
Local Co-Op,Historical,Undirected,0.602059991
Local Co-Op,Illuminati,Undirected,0.301029996
Local Co-Op,Isometric,Undirected,1
Local Co-Op,JRPG,Undirected,0.698970004
Local Co-Op,Kickstarter,Undirected,0.77815125
Local Co-Op,Level Editor,Undirected,1
Local Co-Op,Local Multiplayer,Undirected,2.127104798
Local Co-Op,Magic,Undirected,0.954242509
Local Co-Op,Management,Undirected,0.477121255
Local Co-Op,Mature,Undirected,0.698970004
Local Co-Op,Medieval,Undirected,0.477121255
Local Co-Op,Memes,Undirected,1.113943352
Local Co-Op,Metroidvania,Undirected,0.954242509
Local Co-Op,Military,Undirected,0.301029996
Local Co-Op,MMORPG,Undirected,0.477121255
Local Co-Op,MOBA,Undirected,0.477121255
Local Co-Op,Moddable,Undirected,0.77815125
Local Co-Op,Multiple Endings,Undirected,0.602059991
Local Co-Op,Music,Undirected,0.954242509
Local Co-Op,Mystery,Undirected,0.301029996
Local Co-Op,Parkour,Undirected,0.698970004
Local Co-Op,Party-Based RPG,Undirected,0.477121255
Local Co-Op,Perma Death,Undirected,1
Local Co-Op,Physics,Undirected,1.322219295
Local Co-Op,Post-apocalyptic,Undirected,0.477121255
Local Co-Op,Procedural Generation,Undirected,1.322219295
Local Co-Op,Psychological Horror,Undirected,0.602059991
Local Co-Op,Puzzle-Platformer,Undirected,1.204119983
Local Co-Op,PvP,Undirected,0.84509804
Local Co-Op,Realistic,Undirected,0.602059991
Local Co-Op,Relaxing,Undirected,0.477121255
Local Co-Op,Replay Value,Undirected,1.278753601
Local Co-Op,Robots,Undirected,0.84509804
Local Co-Op,Rogue-like,Undirected,1.51851394
Local Co-Op,Rogue-lite,Undirected,1.380211242
Local Co-Op,Romance,Undirected,0.301029996
Local Co-Op,RPGMaker,Undirected,0.301029996
Local Co-Op,RTS,Undirected,0.301029996
Local Co-Op,Shoot 'Em Up,Undirected,1.707570176
Local Co-Op,Short,Undirected,1
Local Co-Op,Side Scroller,Undirected,1.602059991
Local Co-Op,Software,Undirected,0.301029996
Local Co-Op,Software Training,Undirected,0.301029996
Local Co-Op,Stealth,Undirected,0.477121255
Local Co-Op,Steampunk,Undirected,0.698970004
Local Co-Op,Surreal,Undirected,0.301029996
Local Co-Op,Survival Horror,Undirected,0.84509804
Local Co-Op,Team-Based,Undirected,0.602059991
Local Co-Op,Third-Person Shooter,Undirected,0.698970004
Local Co-Op,Thriller,Undirected,0.301029996
Local Co-Op,Top-Down,Undirected,1.361727836
Local Co-Op,Tower Defense,Undirected,1.079181246
Local Co-Op,TrackIR,Undirected,0.301029996
Local Co-Op,Trains,Undirected,0.301029996
Local Co-Op,Turn-Based Combat,Undirected,0.77815125
Local Co-Op,Turn-Based Strategy,Undirected,0.84509804
Local Co-Op,Twin Stick Shooter,Undirected,1.531478917
Local Co-Op,Video Production,Undirected,0.301029996
Local Co-Op,Violent,Undirected,0.903089987
Local Co-Op,Walking Simulator,Undirected,0.477121255
Local Co-Op,War,Undirected,0.698970004
Local Co-Op,World War II,Undirected,0.602059991
Local Multiplayer,1980s,Undirected,0.698970004
Local Multiplayer,2.5D,Undirected,1.079181246
Local Multiplayer,2D Fighter,Undirected,1.361727836
Local Multiplayer,6DOF,Undirected,0.301029996
Local Multiplayer,Abstract,Undirected,0.77815125
Local Multiplayer,Agriculture,Undirected,0.301029996
Local Multiplayer,Alternate History,Undirected,0.477121255
Local Multiplayer,America,Undirected,0.477121255
Local Multiplayer,Assassin,Undirected,0.301029996
Local Multiplayer,Asynchronous Multiplayer,Undirected,0.477121255
Local Multiplayer,Based On A Novel,Undirected,0.301029996
Local Multiplayer,Basketball,Undirected,0.301029996
Local Multiplayer,Batman,Undirected,0.477121255
Local Multiplayer,Benchmark,Undirected,0.301029996
Local Multiplayer,Bowling,Undirected,0.477121255
Local Multiplayer,Bullet Time,Undirected,0.477121255
Local Multiplayer,Capitalism,Undirected,0.301029996
Local Multiplayer,Cartoon,Undirected,0.77815125
Local Multiplayer,Character Action Game,Undirected,0.301029996
Local Multiplayer,Chess,Undirected,0.301029996
Local Multiplayer,Cinematic,Undirected,0.301029996
Local Multiplayer,Class-Based,Undirected,0.477121255
Local Multiplayer,Clicker,Undirected,0.301029996
Local Multiplayer,Cold War,Undirected,0.477121255
Local Multiplayer,Comic Book,Undirected,0.602059991
Local Multiplayer,Conspiracy,Undirected,0.301029996
Local Multiplayer,Co-op Campaign,Undirected,0.602059991
Local Multiplayer,Crowdfunded,Undirected,0.301029996
Local Multiplayer,CRPG,Undirected,0.301029996
Local Multiplayer,Dark Comedy,Undirected,0.301029996
Local Multiplayer,Dinosaurs,Undirected,0.477121255
Local Multiplayer,Diplomacy,Undirected,0.301029996
Local Multiplayer,Documentary,Undirected,0.301029996
Local Multiplayer,Dynamic Narration,Undirected,0.301029996
Local Multiplayer,e-sports,Undirected,1.079181246
Local Multiplayer,Fishing,Undirected,0.301029996
Local Multiplayer,FMV,Undirected,0.301029996
Local Multiplayer,Football,Undirected,0.698970004
Local Multiplayer,Gambling,Undirected,0.301029996
Local Multiplayer,GameMaker,Undirected,0.602059991
Local Multiplayer,Games Workshop,Undirected,0.477121255
Local Multiplayer,God Game,Undirected,0.301029996
Local Multiplayer,Golf,Undirected,0.602059991
Local Multiplayer,Gothic,Undirected,0.301029996
Local Multiplayer,Grid-Based Movement,Undirected,0.301029996
Local Multiplayer,Gun Customization,Undirected,0.301029996
Local Multiplayer,Hacking,Undirected,0.301029996
Local Multiplayer,Hand-drawn,Undirected,0.477121255
Local Multiplayer,Heist,Undirected,0.477121255
Local Multiplayer,Hex Grid,Undirected,0.477121255
Local Multiplayer,Horses,Undirected,0.301029996
Local Multiplayer,Hunting,Undirected,0.301029996
Local Multiplayer,Inventory Management,Undirected,0.301029996
Local Multiplayer,Lara Croft,Undirected,0.301029996
Local Multiplayer,LEGO,Undirected,0.698970004
Local Multiplayer,Lemmings,Undirected,0.301029996
Local Multiplayer,Linear,Undirected,0.301029996
Local Multiplayer,Lore-Rich,Undirected,0.301029996
Local Multiplayer,Lovecraftian,Undirected,0.477121255
Local Multiplayer,Mars,Undirected,0.477121255
Local Multiplayer,Martial Arts,Undirected,0.477121255
Local Multiplayer,Match 3,Undirected,0.301029996
Local Multiplayer,Mechs,Undirected,0.77815125
Local Multiplayer,Mini Golf,Undirected,0.477121255
Local Multiplayer,Mining,Undirected,0.477121255
Local Multiplayer,Modern,Undirected,0.301029996
Local Multiplayer,Mouse only,Undirected,0.301029996
Local Multiplayer,Music-Based Procedural Generation,Undirected,0.477121255
Local Multiplayer,Mystery Dungeon,Undirected,0.301029996
Local Multiplayer,Mythology,Undirected,0.301029996
Local Multiplayer,Narration,Undirected,0.301029996
Local Multiplayer,Naval,Undirected,0.301029996
Local Multiplayer,Ninja,Undirected,0.77815125
Local Multiplayer,Noir,Undirected,0.301029996
Local Multiplayer,Nonlinear,Undirected,0.301029996
Local Multiplayer,NSFW,Undirected,0.301029996
Local Multiplayer,Offroad,Undirected,0.301029996
Local Multiplayer,On-Rails Shooter,Undirected,0.301029996
Local Multiplayer,Otome,Undirected,0.301029996
Local Multiplayer,Parody,Undirected,0.602059991
Local Multiplayer,Philisophical,Undirected,0.301029996
Local Multiplayer,Pinball,Undirected,0.477121255
Local Multiplayer,Pirates,Undirected,0.602059991
Local Multiplayer,Political,Undirected,0.301029996
Local Multiplayer,Politics,Undirected,0.301029996
Local Multiplayer,Pool,Undirected,0.602059991
Local Multiplayer,Programming,Undirected,0.301029996
Local Multiplayer,Psychedelic,Undirected,0.602059991
Local Multiplayer,Psychological,Undirected,0.301029996
Local Multiplayer,Quick-Time Events,Undirected,0.301029996
Local Multiplayer,Real Time Tactics,Undirected,0.301029996
Local Multiplayer,Real-Time,Undirected,0.301029996
Local Multiplayer,Rhythm,Undirected,0.602059991
Local Multiplayer,Rome,Undirected,0.301029996
Local Multiplayer,Runner,Undirected,0.477121255
Local Multiplayer,Sailing,Undirected,0.301029996
Local Multiplayer,Satire,Undirected,0.301029996
Local Multiplayer,Science,Undirected,0.301029996
Local Multiplayer,Score Attack,Undirected,0.84509804
Local Multiplayer,Sexual Content,Undirected,0.301029996
Local Multiplayer,Silent Protagonist,Undirected,0.301029996
Local Multiplayer,Sniper,Undirected,0.301029996
Local Multiplayer,Soccer,Undirected,0.77815125
Local Multiplayer,Sokoban,Undirected,0.301029996
Local Multiplayer,Soundtrack,Undirected,0.602059991
Local Multiplayer,Spectacle fighter,Undirected,0.301029996
Local Multiplayer,Spelling,Undirected,0.301029996
Local Multiplayer,Split Screen,Undirected,1.447158031
Local Multiplayer,Star Wars,Undirected,0.602059991
Local Multiplayer,Strategy RPG,Undirected,0.301029996
Local Multiplayer,Superhero,Undirected,0.602059991
Local Multiplayer,Supernatural,Undirected,0.301029996
Local Multiplayer,Swordplay,Undirected,0.77815125
Local Multiplayer,Tactical RPG,Undirected,0.301029996
Local Multiplayer,Tanks,Undirected,0.477121255
Local Multiplayer,Time Attack,Undirected,0.84509804
Local Multiplayer,Time Manipulation,Undirected,0.477121255
Local Multiplayer,Time Travel,Undirected,0.477121255
Local Multiplayer,Trading,Undirected,0.301029996
Local Multiplayer,Trading Card Game,Undirected,0.477121255
Local Multiplayer,Transhumanism,Undirected,0.301029996
Local Multiplayer,Typing,Undirected,0.477121255
Local Multiplayer,Underwater,Undirected,0.301029996
Local Multiplayer,Vampire,Undirected,0.301029996
Local Multiplayer,Villain Protagonist,Undirected,0.301029996
Local Multiplayer,Voxel,Undirected,0.301029996
Local Multiplayer,Wargame,Undirected,0.301029996
Local Multiplayer,Warhammer 40K,Undirected,0.301029996
Local Multiplayer,Werewolves,Undirected,0.301029996
Local Multiplayer,Western,Undirected,0.602059991
Local Multiplayer,Word Game,Undirected,0.301029996
Local Multiplayer,World War I,Undirected,0.301029996
Local Multiplayer,1990's,Undirected,0.477121255
Local Multiplayer,3D Platformer,Undirected,0.477121255
Local Multiplayer,4X,Undirected,0.301029996
Local Multiplayer,Arena Shooter,Undirected,1
Local Multiplayer,Cartoony,Undirected,0.903089987
Local Multiplayer,Cult Classic,Undirected,0.301029996
Local Multiplayer,Demons,Undirected,0.602059991
Local Multiplayer,Destruction,Undirected,0.84509804
Local Multiplayer,Detective,Undirected,0.301029996
Local Multiplayer,Dragons,Undirected,0.301029996
Local Multiplayer,Dystopian,Undirected,0.477121255
Local Multiplayer,Economy,Undirected,0.301029996
Local Multiplayer,Episodic,Undirected,0.301029996
Local Multiplayer,Experimental,Undirected,0.477121255
Local Multiplayer,Interactive Fiction,Undirected,0.301029996
Local Multiplayer,Loot,Undirected,0.477121255
Local Multiplayer,Minimalist,Undirected,0.84509804
Local Multiplayer,Mod,Undirected,0.301029996
Local Multiplayer,PvE,Undirected,0.301029996
Local Multiplayer,Real-Time with Pause,Undirected,0.301029996
Local Multiplayer,Remake,Undirected,0.477121255
Local Multiplayer,Resource Management,Undirected,0.301029996
Local Multiplayer,Space Sim,Undirected,0.301029996
Local Multiplayer,Stylized,Undirected,0.602059991
Local Multiplayer,Top-Down Shooter,Undirected,1.041392685
Local Multiplayer,Touch-Friendly,Undirected,0.698970004
Local Multiplayer,Turn-Based Tactics,Undirected,0.477121255
Local Multiplayer,3D Vision,Undirected,0.698970004
Local Multiplayer,4 Player Local,Undirected,2.033423755
Local Multiplayer,Action RPG,Undirected,0.698970004
Local Multiplayer,Action-Adventure,Undirected,0.477121255
Local Multiplayer,Aliens,Undirected,0.301029996
Local Multiplayer,Base-Building,Undirected,0.301029996
Local Multiplayer,Beat 'em up,Undirected,1.397940009
Local Multiplayer,Blood,Undirected,0.602059991
Local Multiplayer,Board Game,Undirected,0.903089987
Local Multiplayer,Building,Undirected,0.602059991
Local Multiplayer,Bullet Hell,Undirected,1.079181246
Local Multiplayer,Card Game,Undirected,0.602059991
Local Multiplayer,Character Customization,Undirected,0.477121255
Local Multiplayer,Choices Matter,Undirected,0.477121255
Local Multiplayer,Choose Your Own Adventure,Undirected,0.477121255
Local Multiplayer,City Builder,Undirected,0.301029996
Local Multiplayer,Colorful,Undirected,1.255272505
Local Multiplayer,Competitive,Undirected,1.633468456
Local Multiplayer,Crafting,Undirected,0.301029996
Local Multiplayer,Crime,Undirected,0.301029996
Local Multiplayer,Cyberpunk,Undirected,0.602059991
Local Multiplayer,Dark,Undirected,0.301029996
Local Multiplayer,Dark Fantasy,Undirected,0.602059991
Local Multiplayer,Dark Humor,Undirected,0.602059991
Local Multiplayer,Dating Sim,Undirected,0.301029996
Local Multiplayer,Drama,Undirected,0.301029996
Local Multiplayer,Driving,Undirected,0.954242509
Local Multiplayer,Dungeon Crawler,Undirected,0.698970004
Local Multiplayer,Fast-Paced,Undirected,1.431363764
Local Multiplayer,Fighting,Undirected,1.653212514
Local Multiplayer,Flight,Undirected,0.602059991
Local Multiplayer,Futuristic,Undirected,0.84509804
Local Multiplayer,Game Development,Undirected,0.301029996
Local Multiplayer,Grand Strategy,Undirected,0.301029996
Local Multiplayer,Hack and Slash,Undirected,0.77815125
Local Multiplayer,Hidden Object,Undirected,0.301029996
Local Multiplayer,Historical,Undirected,0.602059991
Local Multiplayer,Illuminati,Undirected,0.301029996
Local Multiplayer,Isometric,Undirected,0.477121255
Local Multiplayer,JRPG,Undirected,0.301029996
Local Multiplayer,Kickstarter,Undirected,0.602059991
Local Multiplayer,Level Editor,Undirected,1.176091259
Local Multiplayer,Magic,Undirected,0.698970004
Local Multiplayer,Management,Undirected,0.301029996
Local Multiplayer,Mature,Undirected,0.77815125
Local Multiplayer,Medieval,Undirected,0.301029996
Local Multiplayer,Memes,Undirected,0.77815125
Local Multiplayer,Metroidvania,Undirected,0.477121255
Local Multiplayer,Military,Undirected,0.301029996
Local Multiplayer,MMORPG,Undirected,0.301029996
Local Multiplayer,MOBA,Undirected,0.477121255
Local Multiplayer,Moddable,Undirected,0.698970004
Local Multiplayer,Multiple Endings,Undirected,0.602059991
Local Multiplayer,Music,Undirected,0.77815125
Local Multiplayer,Mystery,Undirected,0.301029996
Local Multiplayer,Parkour,Undirected,0.602059991
Local Multiplayer,Party-Based RPG,Undirected,0.301029996
Local Multiplayer,Perma Death,Undirected,0.602059991
Local Multiplayer,Physics,Undirected,1.447158031
Local Multiplayer,Post-apocalyptic,Undirected,0.477121255
Local Multiplayer,Procedural Generation,Undirected,1.041392685
Local Multiplayer,Psychological Horror,Undirected,0.301029996
Local Multiplayer,Puzzle-Platformer,Undirected,1.041392685
Local Multiplayer,PvP,Undirected,0.77815125
Local Multiplayer,Realistic,Undirected,0.477121255
Local Multiplayer,Relaxing,Undirected,0.602059991
Local Multiplayer,Replay Value,Undirected,1.041392685
Local Multiplayer,Robots,Undirected,0.903089987
Local Multiplayer,Rogue-like,Undirected,1
Local Multiplayer,Rogue-lite,Undirected,0.84509804
Local Multiplayer,Romance,Undirected,0.301029996
Local Multiplayer,RPGMaker,Undirected,0.301029996
Local Multiplayer,RTS,Undirected,0.477121255
Local Multiplayer,Shoot 'Em Up,Undirected,1.322219295
Local Multiplayer,Short,Undirected,0.477121255
Local Multiplayer,Side Scroller,Undirected,1.255272505
Local Multiplayer,Software,Undirected,0.301029996
Local Multiplayer,Software Training,Undirected,0.301029996
Local Multiplayer,Stealth,Undirected,0.77815125
Local Multiplayer,Steampunk,Undirected,0.602059991
Local Multiplayer,Surreal,Undirected,0.301029996
Local Multiplayer,Survival Horror,Undirected,0.477121255
Local Multiplayer,Team-Based,Undirected,0.602059991
Local Multiplayer,Third-Person Shooter,Undirected,0.477121255
Local Multiplayer,Thriller,Undirected,0.301029996
Local Multiplayer,Top-Down,Undirected,1.041392685
Local Multiplayer,Tower Defense,Undirected,0.954242509
Local Multiplayer,TrackIR,Undirected,0.301029996
Local Multiplayer,Trains,Undirected,0.301029996
Local Multiplayer,Turn-Based Combat,Undirected,0.301029996
Local Multiplayer,Turn-Based Strategy,Undirected,1
Local Multiplayer,Twin Stick Shooter,Undirected,1.204119983
Local Multiplayer,Video Production,Undirected,0.301029996
Local Multiplayer,Violent,Undirected,0.698970004
Local Multiplayer,Walking Simulator,Undirected,0.301029996
Local Multiplayer,War,Undirected,0.301029996
Local Multiplayer,World War II,Undirected,0.602059991
Magic,1980s,Undirected,0.477121255
Magic,2.5D,Undirected,0.477121255
Magic,2D Fighter,Undirected,0.301029996
Magic,6DOF,Undirected,0.301029996
Magic,Abstract,Undirected,0.301029996
Magic,Agriculture,Undirected,0.301029996
Magic,Alternate History,Undirected,0.477121255
Magic,America,Undirected,0.301029996
Magic,Assassin,Undirected,0.698970004
Magic,Asynchronous Multiplayer,Undirected,0.301029996
Magic,Based On A Novel,Undirected,0.301029996
Magic,Basketball,Undirected,0.301029996
Magic,Batman,Undirected,0.301029996
Magic,Benchmark,Undirected,0.301029996
Magic,Bowling,Undirected,0.301029996
Magic,Bullet Time,Undirected,0.301029996
Magic,Capitalism,Undirected,0.301029996
Magic,Cartoon,Undirected,0.477121255
Magic,Character Action Game,Undirected,0.301029996
Magic,Chess,Undirected,0.301029996
Magic,Cinematic,Undirected,0.301029996
Magic,Class-Based,Undirected,0.301029996
Magic,Clicker,Undirected,0.301029996
Magic,Cold War,Undirected,0.301029996
Magic,Comic Book,Undirected,0.301029996
Magic,Conspiracy,Undirected,0.301029996
Magic,Co-op Campaign,Undirected,0.301029996
Magic,Crowdfunded,Undirected,0.301029996
Magic,CRPG,Undirected,0.698970004
Magic,Dark Comedy,Undirected,0.301029996
Magic,Dinosaurs,Undirected,0.301029996
Magic,Diplomacy,Undirected,0.301029996
Magic,Documentary,Undirected,0.301029996
Magic,Dynamic Narration,Undirected,0.301029996
Magic,e-sports,Undirected,0.301029996
Magic,Fishing,Undirected,0.301029996
Magic,FMV,Undirected,0.301029996
Magic,Football,Undirected,0.301029996
Magic,Gambling,Undirected,0.301029996
Magic,GameMaker,Undirected,0.301029996
Magic,Games Workshop,Undirected,0.301029996
Magic,God Game,Undirected,0.477121255
Magic,Golf,Undirected,0.301029996
Magic,Gothic,Undirected,0.84509804
Magic,Grid-Based Movement,Undirected,0.77815125
Magic,Gun Customization,Undirected,0.301029996
Magic,Hacking,Undirected,0.301029996
Magic,Hand-drawn,Undirected,0.301029996
Magic,Heist,Undirected,0.477121255
Magic,Hex Grid,Undirected,0.602059991
Magic,Horses,Undirected,0.301029996
Magic,Hunting,Undirected,0.301029996
Magic,Inventory Management,Undirected,0.477121255
Magic,Lara Croft,Undirected,0.301029996
Magic,LEGO,Undirected,0.602059991
Magic,Lemmings,Undirected,0.301029996
Magic,Linear,Undirected,0.301029996
Magic,Lore-Rich,Undirected,0.602059991
Magic,Lovecraftian,Undirected,0.301029996
Magic,Mars,Undirected,0.301029996
Magic,Martial Arts,Undirected,0.301029996
Magic,Match 3,Undirected,0.477121255
Magic,Mechs,Undirected,0.301029996
Magic,Mini Golf,Undirected,0.301029996
Magic,Mining,Undirected,0.301029996
Magic,Modern,Undirected,0.301029996
Magic,Mouse only,Undirected,0.301029996
Magic,Music-Based Procedural Generation,Undirected,0.301029996
Magic,Mystery Dungeon,Undirected,0.301029996
Magic,Mythology,Undirected,0.301029996
Magic,Narration,Undirected,0.301029996
Magic,Naval,Undirected,0.301029996
Magic,Ninja,Undirected,0.301029996
Magic,Noir,Undirected,0.301029996
Magic,Nonlinear,Undirected,0.301029996
Magic,NSFW,Undirected,0.301029996
Magic,Offroad,Undirected,0.301029996
Magic,On-Rails Shooter,Undirected,0.301029996
Magic,Otome,Undirected,0.477121255
Magic,Parody,Undirected,0.477121255
Magic,Philisophical,Undirected,0.301029996
Magic,Pinball,Undirected,0.301029996
Magic,Pirates,Undirected,0.477121255
Magic,Political,Undirected,0.301029996
Magic,Politics,Undirected,0.301029996
Magic,Pool,Undirected,0.301029996
Magic,Programming,Undirected,0.477121255
Magic,Psychedelic,Undirected,0.301029996
Magic,Psychological,Undirected,0.301029996
Magic,Quick-Time Events,Undirected,0.301029996
Magic,Real Time Tactics,Undirected,0.301029996
Magic,Real-Time,Undirected,0.602059991
Magic,Rhythm,Undirected,0.301029996
Magic,Rome,Undirected,0.301029996
Magic,Runner,Undirected,0.301029996
Magic,Sailing,Undirected,0.301029996
Magic,Satire,Undirected,0.301029996
Magic,Science,Undirected,0.301029996
Magic,Score Attack,Undirected,0.477121255
Magic,Sexual Content,Undirected,0.301029996
Magic,Silent Protagonist,Undirected,0.301029996
Magic,Sniper,Undirected,0.301029996
Magic,Soccer,Undirected,0.301029996
Magic,Sokoban,Undirected,0.301029996
Magic,Soundtrack,Undirected,0.301029996
Magic,Spectacle fighter,Undirected,0.301029996
Magic,Spelling,Undirected,0.301029996
Magic,Split Screen,Undirected,0.698970004
Magic,Star Wars,Undirected,0.301029996
Magic,Strategy RPG,Undirected,0.301029996
Magic,Superhero,Undirected,0.301029996
Magic,Supernatural,Undirected,0.301029996
Magic,Swordplay,Undirected,0.602059991
Magic,Tactical RPG,Undirected,0.301029996
Magic,Tanks,Undirected,0.301029996
Magic,Time Attack,Undirected,0.301029996
Magic,Time Manipulation,Undirected,0.301029996
Magic,Time Travel,Undirected,0.301029996
Magic,Trading,Undirected,0.301029996
Magic,Trading Card Game,Undirected,0.954242509
Magic,Transhumanism,Undirected,0.301029996
Magic,Typing,Undirected,0.477121255
Magic,Underwater,Undirected,0.301029996
Magic,Vampire,Undirected,0.301029996
Magic,Villain Protagonist,Undirected,0.477121255
Magic,Voxel,Undirected,0.301029996
Magic,Wargame,Undirected,0.477121255
Magic,Warhammer 40K,Undirected,0.301029996
Magic,Werewolves,Undirected,0.301029996
Magic,Western,Undirected,0.301029996
Magic,Word Game,Undirected,0.301029996
Magic,World War I,Undirected,0.301029996
Magic,1990's,Undirected,0.477121255
Magic,3D Platformer,Undirected,0.301029996
Magic,4X,Undirected,0.903089987
Magic,Arena Shooter,Undirected,0.602059991
Magic,Cartoony,Undirected,0.477121255
Magic,Cult Classic,Undirected,0.477121255
Magic,Demons,Undirected,0.301029996
Magic,Destruction,Undirected,0.301029996
Magic,Detective,Undirected,0.301029996
Magic,Dragons,Undirected,1.041392685
Magic,Dystopian,Undirected,0.477121255
Magic,Economy,Undirected,0.477121255
Magic,Episodic,Undirected,0.477121255
Magic,Experimental,Undirected,0.477121255
Magic,Interactive Fiction,Undirected,0.602059991
Magic,Loot,Undirected,0.903089987
Magic,Minimalist,Undirected,0.301029996
Magic,Mod,Undirected,0.301029996
Magic,PvE,Undirected,0.301029996
Magic,Real-Time with Pause,Undirected,0.477121255
