Source,Target,Type,Weight
1980s,2.5D,Undirected,0.301029996
1980s,2D Fighter,Undirected,0.301029996
1980s,6DOF,Undirected,0.301029996
1980s,Abstract,Undirected,0.301029996
1980s,Agriculture,Undirected,0.301029996
1980s,Alternate History,Undirected,0.477121255
1980s,America,Undirected,0.477121255
1980s,Assassin,Undirected,0.301029996
1980s,Asynchronous Multiplayer,Undirected,0.301029996
1980s,Based On A Novel,Undirected,0.301029996
1980s,Basketball,Undirected,0.477121255
1980s,Batman,Undirected,0.301029996
1980s,Benchmark,Undirected,0.301029996
1980s,Bowling,Undirected,0.301029996
1980s,Bullet Time,Undirected,0.301029996
1980s,Capitalism,Undirected,0.301029996
1980s,Cartoon,Undirected,0.602059991
1980s,Character Action Game,Undirected,0.477121255
1980s,Chess,Undirected,0.301029996
1980s,Cinematic,Undirected,0.301029996
1980s,Class-Based,Undirected,0.301029996
1980s,Clicker,Undirected,0.301029996
1980s,Cold War,Undirected,0.301029996
1980s,Comic Book,Undirected,0.301029996
1980s,Conspiracy,Undirected,0.301029996
1980s,Co-op Campaign,Undirected,0.301029996
1980s,Crowdfunded,Undirected,0.301029996
1980s,CRPG,Undirected,0.301029996
1980s,Dark Comedy,Undirected,0.301029996
1980s,Dinosaurs,Undirected,0.301029996
1980s,Diplomacy,Undirected,0.301029996
1980s,Documentary,Undirected,0.301029996
1980s,Dynamic Narration,Undirected,0.301029996
1980s,e-sports,Undirected,0.301029996
1980s,Fishing,Undirected,0.301029996
1980s,FMV,Undirected,0.477121255
1980s,Football,Undirected,0.301029996
1980s,Gambling,Undirected,0.301029996
1980s,GameMaker,Undirected,0.301029996
1980s,Games Workshop,Undirected,0.301029996
1980s,God Game,Undirected,0.301029996
1980s,Golf,Undirected,0.301029996
1980s,Gothic,Undirected,0.301029996
1980s,Grid-Based Movement,Undirected,0.301029996
1980s,Gun Customization,Undirected,0.301029996
1980s,Hacking,Undirected,0.301029996
1980s,Hand-drawn,Undirected,0.301029996
1980s,Heist,Undirected,0.301029996
1980s,Hex Grid,Undirected,0.301029996
1980s,Horses,Undirected,0.301029996
1980s,Hunting,Undirected,0.301029996
1980s,Inventory Management,Undirected,0.301029996
1980s,Lara Croft,Undirected,0.301029996
1980s,LEGO,Undirected,0.301029996
1980s,Lemmings,Undirected,0.301029996
1980s,Linear,Undirected,0.301029996
1980s,Lore-Rich,Undirected,0.477121255
1980s,Lovecraftian,Undirected,0.301029996
1980s,Mars,Undirected,0.477121255
1980s,Martial Arts,Undirected,0.477121255
1980s,Match 3,Undirected,0.301029996
1980s,Mechs,Undirected,0.477121255
1980s,Mini Golf,Undirected,0.301029996
1980s,Mining,Undirected,0.301029996
1980s,Modern,Undirected,0.301029996
1980s,Mouse only,Undirected,0.301029996
1980s,Music-Based Procedural Generation,Undirected,0.301029996
1980s,Mystery Dungeon,Undirected,0.301029996
1980s,Mythology,Undirected,0.301029996
1980s,Narration,Undirected,0.301029996
1980s,Naval,Undirected,0.301029996
1980s,Ninja,Undirected,0.301029996
1980s,Noir,Undirected,0.698970004
1980s,Nonlinear,Undirected,0.301029996
1980s,NSFW,Undirected,0.301029996
1980s,Offroad,Undirected,0.301029996
1980s,On-Rails Shooter,Undirected,0.301029996
1980s,Otome,Undirected,0.301029996
1980s,Parody,Undirected,0.698970004
1980s,Philisophical,Undirected,0.301029996
1980s,Pinball,Undirected,0.301029996
1980s,Pirates,Undirected,0.301029996
1980s,Political,Undirected,0.301029996
1980s,Politics,Undirected,0.301029996
1980s,Pool,Undirected,0.301029996
1980s,Programming,Undirected,0.301029996
1980s,Psychedelic,Undirected,0.477121255
1980s,Psychological,Undirected,0.301029996
1980s,Quick-Time Events,Undirected,0.477121255
1980s,Real Time Tactics,Undirected,0.301029996
1980s,Real-Time,Undirected,0.301029996
1980s,Rhythm,Undirected,0.477121255
1980s,Rome,Undirected,0.301029996
1980s,Runner,Undirected,0.301029996
1980s,Sailing,Undirected,0.301029996
1980s,Satire,Undirected,0.477121255
1980s,Science,Undirected,0.301029996
1980s,Score Attack,Undirected,0.301029996
1980s,Sexual Content,Undirected,0.477121255
1980s,Silent Protagonist,Undirected,0.301029996
1980s,Sniper,Undirected,0.301029996
1980s,Soccer,Undirected,0.301029996
1980s,Sokoban,Undirected,0.301029996
1980s,Soundtrack,Undirected,0.301029996
1980s,Spectacle fighter,Undirected,0.477121255
1980s,Spelling,Undirected,0.301029996
1980s,Split Screen,Undirected,0.301029996
1980s,Star Wars,Undirected,0.301029996
1980s,Strategy RPG,Undirected,0.301029996
1980s,Superhero,Undirected,0.301029996
1980s,Supernatural,Undirected,0.301029996
1980s,Swordplay,Undirected,0.301029996
1980s,Tactical RPG,Undirected,0.301029996
1980s,Tanks,Undirected,0.301029996
1980s,Time Attack,Undirected,0.477121255
1980s,Time Manipulation,Undirected,0.301029996
1980s,Time Travel,Undirected,0.301029996
1980s,Trading,Undirected,0.301029996
1980s,Trading Card Game,Undirected,0.301029996
1980s,Transhumanism,Undirected,0.301029996
1980s,Typing,Undirected,0.301029996
1980s,Underwater,Undirected,0.301029996
1980s,Vampire,Undirected,0.301029996
1980s,Villain Protagonist,Undirected,0.301029996
1980s,Voxel,Undirected,0.477121255
1980s,Wargame,Undirected,0.301029996
1980s,Warhammer 40K,Undirected,0.301029996
1980s,Werewolves,Undirected,0.301029996
1980s,Western,Undirected,0.301029996
1980s,Word Game,Undirected,0.301029996
1980s,World War I,Undirected,0.301029996
2.5D,2D Fighter,Undirected,0.84509804
2.5D,6DOF,Undirected,0.301029996
2.5D,Abstract,Undirected,0.602059991
2.5D,Agriculture,Undirected,0.301029996
2.5D,Alternate History,Undirected,0.477121255
2.5D,America,Undirected,0.301029996
2.5D,Assassin,Undirected,0.698970004
2.5D,Asynchronous Multiplayer,Undirected,0.301029996
2.5D,Based On A Novel,Undirected,0.301029996
2.5D,Basketball,Undirected,0.301029996
2.5D,Batman,Undirected,0.602059991
2.5D,Benchmark,Undirected,0.301029996
2.5D,Bowling,Undirected,0.301029996
2.5D,Bullet Time,Undirected,0.301029996
2.5D,Capitalism,Undirected,0.301029996
2.5D,Cartoon,Undirected,0.301029996
2.5D,Character Action Game,Undirected,0.301029996
2.5D,Chess,Undirected,0.301029996
2.5D,Cinematic,Undirected,0.301029996
2.5D,Class-Based,Undirected,0.301029996
2.5D,Clicker,Undirected,0.301029996
2.5D,Cold War,Undirected,0.301029996
2.5D,Comic Book,Undirected,0.477121255
2.5D,Conspiracy,Undirected,0.301029996
2.5D,Co-op Campaign,Undirected,0.301029996
2.5D,Crowdfunded,Undirected,0.301029996
2.5D,CRPG,Undirected,0.301029996
2.5D,Dark Comedy,Undirected,0.301029996
2.5D,Dinosaurs,Undirected,0.301029996
2.5D,Diplomacy,Undirected,0.301029996
2.5D,Documentary,Undirected,0.301029996
2.5D,Dynamic Narration,Undirected,0.301029996
2.5D,e-sports,Undirected,0.477121255
2.5D,Fishing,Undirected,0.301029996
2.5D,FMV,Undirected,0.301029996
2.5D,Football,Undirected,0.301029996
2.5D,Gambling,Undirected,0.301029996
2.5D,GameMaker,Undirected,0.301029996
2.5D,Games Workshop,Undirected,0.301029996
2.5D,God Game,Undirected,0.301029996
2.5D,Golf,Undirected,0.301029996
2.5D,Gothic,Undirected,0.301029996
2.5D,Grid-Based Movement,Undirected,0.301029996
2.5D,Gun Customization,Undirected,0.301029996
2.5D,Hacking,Undirected,0.301029996
2.5D,Hand-drawn,Undirected,0.301029996
2.5D,Heist,Undirected,0.301029996
2.5D,Hex Grid,Undirected,0.301029996
2.5D,Horses,Undirected,0.301029996
2.5D,Hunting,Undirected,0.301029996
2.5D,Inventory Management,Undirected,0.477121255
2.5D,Lara Croft,Undirected,0.301029996
2.5D,LEGO,Undirected,0.301029996
2.5D,Lemmings,Undirected,0.301029996
2.5D,Linear,Undirected,0.301029996
2.5D,Lore-Rich,Undirected,0.301029996
2.5D,Lovecraftian,Undirected,0.301029996
2.5D,Mars,Undirected,0.301029996
2.5D,Martial Arts,Undirected,0.301029996
2.5D,Match 3,Undirected,0.301029996
2.5D,Mechs,Undirected,0.602059991
2.5D,Mini Golf,Undirected,0.301029996
2.5D,Mining,Undirected,0.301029996
2.5D,Modern,Undirected,0.301029996
2.5D,Mouse only,Undirected,0.301029996
2.5D,Music-Based Procedural Generation,Undirected,0.301029996
2.5D,Mystery Dungeon,Undirected,0.301029996
2.5D,Mythology,Undirected,0.301029996
2.5D,Narration,Undirected,0.301029996
2.5D,Naval,Undirected,0.301029996
2.5D,Ninja,Undirected,0.477121255
2.5D,Noir,Undirected,0.301029996
2.5D,Nonlinear,Undirected,0.301029996
2.5D,NSFW,Undirected,0.301029996
2.5D,Offroad,Undirected,0.301029996
2.5D,On-Rails Shooter,Undirected,0.301029996
2.5D,Otome,Undirected,0.301029996
2.5D,Parody,Undirected,0.301029996
2.5D,Philisophical,Undirected,0.301029996
2.5D,Pinball,Undirected,0.301029996
2.5D,Pirates,Undirected,0.301029996
2.5D,Political,Undirected,0.301029996
2.5D,Politics,Undirected,0.301029996
2.5D,Pool,Undirected,0.301029996
2.5D,Programming,Undirected,0.301029996
2.5D,Psychedelic,Undirected,0.301029996
2.5D,Psychological,Undirected,0.301029996
2.5D,Quick-Time Events,Undirected,0.301029996
2.5D,Real Time Tactics,Undirected,0.301029996
2.5D,Real-Time,Undirected,0.301029996
2.5D,Rhythm,Undirected,0.301029996
2.5D,Rome,Undirected,0.301029996
2.5D,Runner,Undirected,0.477121255
2.5D,Sailing,Undirected,0.301029996
2.5D,Satire,Undirected,0.301029996
2.5D,Science,Undirected,0.301029996
2.5D,Score Attack,Undirected,0.602059991
2.5D,Sexual Content,Undirected,0.301029996
2.5D,Silent Protagonist,Undirected,0.301029996
2.5D,Sniper,Undirected,0.301029996
2.5D,Soccer,Undirected,0.301029996
2.5D,Sokoban,Undirected,0.301029996
2.5D,Soundtrack,Undirected,0.301029996
2.5D,Spectacle fighter,Undirected,0.301029996
2.5D,Spelling,Undirected,0.301029996
2.5D,Split Screen,Undirected,0.477121255
2.5D,Star Wars,Undirected,0.301029996
2.5D,Strategy RPG,Undirected,0.301029996
2.5D,Superhero,Undirected,0.602059991
2.5D,Supernatural,Undirected,0.301029996
2.5D,Swordplay,Undirected,0.477121255
2.5D,Tactical RPG,Undirected,0.301029996
2.5D,Tanks,Undirected,0.301029996
2.5D,Time Attack,Undirected,0.301029996
2.5D,Time Manipulation,Undirected,0.301029996
2.5D,Time Travel,Undirected,0.301029996
2.5D,Trading,Undirected,0.301029996
2.5D,Trading Card Game,Undirected,0.301029996
2.5D,Transhumanism,Undirected,0.301029996
2.5D,Typing,Undirected,0.301029996
2.5D,Underwater,Undirected,0.301029996
2.5D,Vampire,Undirected,0.301029996
2.5D,Villain Protagonist,Undirected,0.301029996
2.5D,Voxel,Undirected,0.301029996
2.5D,Wargame,Undirected,0.301029996
2.5D,Warhammer 40K,Undirected,0.301029996
2.5D,Werewolves,Undirected,0.301029996
2.5D,Western,Undirected,0.301029996
2.5D,Word Game,Undirected,0.301029996
2.5D,World War I,Undirected,0.301029996
2D Fighter,6DOF,Undirected,0.301029996
2D Fighter,Abstract,Undirected,0.301029996
2D Fighter,Agriculture,Undirected,0.301029996
2D Fighter,Alternate History,Undirected,0.301029996
2D Fighter,America,Undirected,0.301029996
2D Fighter,Assassin,Undirected,0.301029996
2D Fighter,Asynchronous Multiplayer,Undirected,0.301029996
2D Fighter,Based On A Novel,Undirected,0.301029996
2D Fighter,Basketball,Undirected,0.301029996
2D Fighter,Batman,Undirected,0.477121255
2D Fighter,Benchmark,Undirected,0.301029996
2D Fighter,Bowling,Undirected,0.301029996
2D Fighter,Bullet Time,Undirected,0.301029996
2D Fighter,Capitalism,Undirected,0.301029996
2D Fighter,Cartoon,Undirected,0.77815125
2D Fighter,Character Action Game,Undirected,0.301029996
2D Fighter,Chess,Undirected,0.301029996
2D Fighter,Cinematic,Undirected,0.301029996
2D Fighter,Class-Based,Undirected,0.301029996
2D Fighter,Clicker,Undirected,0.301029996
2D Fighter,Cold War,Undirected,0.301029996
2D Fighter,Comic Book,Undirected,0.477121255
2D Fighter,Conspiracy,Undirected,0.301029996
2D Fighter,Co-op Campaign,Undirected,0.301029996
2D Fighter,Crowdfunded,Undirected,0.301029996
2D Fighter,CRPG,Undirected,0.301029996
2D Fighter,Dark Comedy,Undirected,0.301029996
2D Fighter,Dinosaurs,Undirected,0.301029996
2D Fighter,Diplomacy,Undirected,0.301029996
2D Fighter,Dynamic Narration,Undirected,0.301029996
2D Fighter,e-sports,Undirected,1
2D Fighter,Fishing,Undirected,0.301029996
2D Fighter,FMV,Undirected,0.301029996
2D Fighter,Football,Undirected,0.301029996
2D Fighter,Gambling,Undirected,0.301029996
2D Fighter,GameMaker,Undirected,0.301029996
2D Fighter,Games Workshop,Undirected,0.301029996
2D Fighter,God Game,Undirected,0.301029996
2D Fighter,Golf,Undirected,0.301029996
2D Fighter,Gothic,Undirected,0.301029996
2D Fighter,Grid-Based Movement,Undirected,0.301029996
2D Fighter,Gun Customization,Undirected,0.301029996
2D Fighter,Hacking,Undirected,0.301029996
2D Fighter,Hand-drawn,Undirected,0.477121255
2D Fighter,Heist,Undirected,0.301029996
2D Fighter,Hex Grid,Undirected,0.301029996
2D Fighter,Horses,Undirected,0.301029996
2D Fighter,Hunting,Undirected,0.301029996
2D Fighter,Inventory Management,Undirected,0.301029996
2D Fighter,Lara Croft,Undirected,0.301029996
2D Fighter,LEGO,Undirected,0.301029996
2D Fighter,Lemmings,Undirected,0.301029996
2D Fighter,Linear,Undirected,0.301029996
2D Fighter,Lore-Rich,Undirected,0.301029996
2D Fighter,Mars,Undirected,0.301029996
2D Fighter,Martial Arts,Undirected,0.477121255
2D Fighter,Mini Golf,Undirected,0.301029996
2D Fighter,Mining,Undirected,0.301029996
2D Fighter,Modern,Undirected,0.301029996
2D Fighter,Mouse only,Undirected,0.301029996
2D Fighter,Music-Based Procedural Generation,Undirected,0.301029996
2D Fighter,Mystery Dungeon,Undirected,0.301029996
2D Fighter,Mythology,Undirected,0.301029996
2D Fighter,Narration,Undirected,0.301029996
2D Fighter,Naval,Undirected,0.301029996
2D Fighter,Noir,Undirected,0.301029996
2D Fighter,Nonlinear,Undirected,0.301029996
2D Fighter,NSFW,Undirected,0.301029996
2D Fighter,Offroad,Undirected,0.301029996
2D Fighter,On-Rails Shooter,Undirected,0.301029996
2D Fighter,Otome,Undirected,0.301029996
2D Fighter,Parody,Undirected,0.477121255
2D Fighter,Philisophical,Undirected,0.301029996
2D Fighter,Pinball,Undirected,0.301029996
2D Fighter,Political,Undirected,0.301029996
2D Fighter,Politics,Undirected,0.301029996
2D Fighter,Pool,Undirected,0.301029996
2D Fighter,Programming,Undirected,0.301029996
2D Fighter,Psychedelic,Undirected,0.301029996
2D Fighter,Psychological,Undirected,0.301029996
2D Fighter,Quick-Time Events,Undirected,0.301029996
2D Fighter,Real Time Tactics,Undirected,0.301029996
2D Fighter,Real-Time,Undirected,0.301029996
2D Fighter,Rhythm,Undirected,0.301029996
2D Fighter,Rome,Undirected,0.301029996
2D Fighter,Runner,Undirected,0.301029996
2D Fighter,Sailing,Undirected,0.301029996
2D Fighter,Satire,Undirected,0.301029996
2D Fighter,Science,Undirected,0.301029996
2D Fighter,Score Attack,Undirected,0.301029996
2D Fighter,Sexual Content,Undirected,0.301029996
2D Fighter,Silent Protagonist,Undirected,0.301029996
2D Fighter,Sniper,Undirected,0.301029996
2D Fighter,Soccer,Undirected,0.301029996
2D Fighter,Sokoban,Undirected,0.301029996
2D Fighter,Spectacle fighter,Undirected,0.301029996
2D Fighter,Spelling,Undirected,0.301029996
2D Fighter,Split Screen,Undirected,0.301029996
2D Fighter,Star Wars,Undirected,0.301029996
2D Fighter,Strategy RPG,Undirected,0.301029996
2D Fighter,Supernatural,Undirected,0.301029996
2D Fighter,Swordplay,Undirected,0.698970004
2D Fighter,Tactical RPG,Undirected,0.301029996
2D Fighter,Tanks,Undirected,0.301029996
2D Fighter,Time Attack,Undirected,0.301029996
2D Fighter,Time Manipulation,Undirected,0.301029996
2D Fighter,Time Travel,Undirected,0.301029996
2D Fighter,Trading,Undirected,0.301029996
2D Fighter,Trading Card Game,Undirected,0.301029996
2D Fighter,Transhumanism,Undirected,0.301029996
2D Fighter,Typing,Undirected,0.301029996
2D Fighter,Underwater,Undirected,0.301029996
2D Fighter,Vampire,Undirected,0.301029996
2D Fighter,Villain Protagonist,Undirected,0.301029996
2D Fighter,Voxel,Undirected,0.301029996
2D Fighter,Warhammer 40K,Undirected,0.301029996
2D Fighter,Werewolves,Undirected,0.301029996
2D Fighter,Western,Undirected,0.301029996
2D Fighter,Word Game,Undirected,0.301029996
2D Fighter,World War I,Undirected,0.301029996
6DOF,Asynchronous Multiplayer,Undirected,0.301029996
6DOF,Basketball,Undirected,0.301029996
6DOF,Benchmark,Undirected,0.301029996
6DOF,Bowling,Undirected,0.301029996
6DOF,Bullet Time,Undirected,0.301029996
6DOF,Capitalism,Undirected,0.301029996
6DOF,Chess,Undirected,0.301029996
6DOF,Conspiracy,Undirected,0.301029996
6DOF,Diplomacy,Undirected,0.301029996
6DOF,Dynamic Narration,Undirected,0.301029996
6DOF,Fishing,Undirected,0.301029996
6DOF,Gambling,Undirected,0.301029996
6DOF,Golf,Undirected,0.301029996
6DOF,Grid-Based Movement,Undirected,0.301029996
6DOF,Horses,Undirected,0.301029996
6DOF,Inventory Management,Undirected,0.301029996
6DOF,Lara Croft,Undirected,0.301029996
6DOF,Lemmings,Undirected,0.301029996
6DOF,Mars,Undirected,0.301029996
6DOF,Mini Golf,Undirected,0.301029996
6DOF,Mining,Undirected,0.301029996
6DOF,Modern,Undirected,0.301029996
6DOF,Music-Based Procedural Generation,Undirected,0.301029996
6DOF,Mystery Dungeon,Undirected,0.301029996
6DOF,Mythology,Undirected,0.301029996
6DOF,Nonlinear,Undirected,0.301029996
6DOF,NSFW,Undirected,0.301029996
6DOF,Offroad,Undirected,0.301029996
6DOF,On-Rails Shooter,Undirected,0.301029996
6DOF,Philisophical,Undirected,0.301029996
6DOF,Pool,Undirected,0.301029996
6DOF,Programming,Undirected,0.301029996
6DOF,Rome,Undirected,0.301029996
6DOF,Sailing,Undirected,0.477121255
6DOF,Silent Protagonist,Undirected,0.301029996
6DOF,Sniper,Undirected,0.301029996
6DOF,Sokoban,Undirected,0.301029996
6DOF,Spectacle fighter,Undirected,0.301029996
6DOF,Spelling,Undirected,0.301029996
6DOF,Time Attack,Undirected,0.301029996
6DOF,Time Manipulation,Undirected,0.301029996
6DOF,Transhumanism,Undirected,0.301029996
6DOF,Typing,Undirected,0.301029996
6DOF,Werewolves,Undirected,0.301029996
6DOF,Word Game,Undirected,0.301029996
Abstract,6DOF,Undirected,0.301029996
Abstract,Agriculture,Undirected,0.301029996
Abstract,Alternate History,Undirected,0.301029996
Abstract,America,Undirected,0.301029996
Abstract,Asynchronous Multiplayer,Undirected,0.301029996
Abstract,Based On A Novel,Undirected,0.301029996
Abstract,Basketball,Undirected,0.301029996
Abstract,Batman,Undirected,0.301029996
Abstract,Benchmark,Undirected,0.301029996
Abstract,Bowling,Undirected,0.301029996
Abstract,Bullet Time,Undirected,0.301029996
Abstract,Capitalism,Undirected,0.301029996
Abstract,Character Action Game,Undirected,0.301029996
Abstract,Chess,Undirected,0.477121255
Abstract,Cinematic,Undirected,0.602059991
Abstract,Class-Based,Undirected,0.301029996
Abstract,Clicker,Undirected,0.301029996
Abstract,Cold War,Undirected,0.301029996
Abstract,Conspiracy,Undirected,0.301029996
Abstract,Co-op Campaign,Undirected,0.301029996
Abstract,Crowdfunded,Undirected,0.301029996
Abstract,CRPG,Undirected,0.301029996
Abstract,Dark Comedy,Undirected,0.301029996
Abstract,Diplomacy,Undirected,0.301029996
Abstract,Dynamic Narration,Undirected,0.301029996
Abstract,Fishing,Undirected,0.301029996
Abstract,FMV,Undirected,0.301029996
Abstract,Football,Undirected,0.477121255
Abstract,Gambling,Undirected,0.301029996
Abstract,God Game,Undirected,0.301029996
Abstract,Golf,Undirected,0.301029996
Abstract,Gothic,Undirected,0.301029996
Abstract,Grid-Based Movement,Undirected,0.301029996
Abstract,Gun Customization,Undirected,0.301029996
Abstract,Heist,Undirected,0.301029996
Abstract,Hex Grid,Undirected,0.301029996
Abstract,Horses,Undirected,0.301029996
Abstract,Hunting,Undirected,0.301029996
Abstract,Inventory Management,Undirected,0.301029996
Abstract,Lara Croft,Undirected,0.301029996
Abstract,LEGO,Undirected,0.301029996
Abstract,Lemmings,Undirected,0.301029996
Abstract,Lore-Rich,Undirected,0.301029996
Abstract,Mars,Undirected,0.301029996
Abstract,Martial Arts,Undirected,0.301029996
Abstract,Mini Golf,Undirected,0.301029996
Abstract,Mining,Undirected,0.301029996
Abstract,Modern,Undirected,0.477121255
Abstract,Mouse only,Undirected,0.301029996
Abstract,Music-Based Procedural Generation,Undirected,0.301029996
Abstract,Mystery Dungeon,Undirected,0.301029996
Abstract,Mythology,Undirected,0.301029996
Abstract,Narration,Undirected,0.602059991
Abstract,Naval,Undirected,0.301029996
Abstract,Nonlinear,Undirected,0.477121255
Abstract,NSFW,Undirected,0.301029996
Abstract,Offroad,Undirected,0.301029996
Abstract,On-Rails Shooter,Undirected,0.301029996
Abstract,Otome,Undirected,0.301029996
Abstract,Parody,Undirected,0.301029996
Abstract,Philisophical,Undirected,0.301029996
Abstract,Pinball,Undirected,0.301029996
Abstract,Political,Undirected,0.301029996
Abstract,Politics,Undirected,0.301029996
Abstract,Pool,Undirected,0.301029996
Abstract,Programming,Undirected,0.301029996
Abstract,Psychedelic,Undirected,0.903089987
Abstract,Real Time Tactics,Undirected,0.301029996
Abstract,Rome,Undirected,0.301029996
Abstract,Runner,Undirected,0.477121255
Abstract,Sailing,Undirected,0.301029996
Abstract,Satire,Undirected,0.301029996
Abstract,Science,Undirected,0.477121255
Abstract,Score Attack,Undirected,0.477121255
Abstract,Sexual Content,Undirected,0.301029996
Abstract,Silent Protagonist,Undirected,0.477121255
Abstract,Sniper,Undirected,0.301029996
Abstract,Soccer,Undirected,0.477121255
Abstract,Sokoban,Undirected,0.301029996
Abstract,Spectacle fighter,Undirected,0.301029996
Abstract,Spelling,Undirected,0.301029996
Abstract,Star Wars,Undirected,0.301029996
Abstract,Supernatural,Undirected,0.301029996
Abstract,Swordplay,Undirected,0.301029996
Abstract,Tactical RPG,Undirected,0.301029996
Abstract,Tanks,Undirected,0.301029996
Abstract,Time Attack,Undirected,0.602059991
Abstract,Time Manipulation,Undirected,0.301029996
Abstract,Time Travel,Undirected,0.477121255
Abstract,Trading,Undirected,0.301029996
Abstract,Trading Card Game,Undirected,0.301029996
Abstract,Transhumanism,Undirected,0.477121255
Abstract,Typing,Undirected,0.301029996
Abstract,Underwater,Undirected,0.301029996
Abstract,Vampire,Undirected,0.301029996
Abstract,Villain Protagonist,Undirected,0.301029996
Abstract,Warhammer 40K,Undirected,0.301029996
Abstract,Werewolves,Undirected,0.301029996
Abstract,Western,Undirected,0.301029996
Abstract,Word Game,Undirected,0.301029996
Abstract,World War I,Undirected,0.301029996
Agriculture,6DOF,Undirected,0.301029996
Agriculture,Asynchronous Multiplayer,Undirected,0.301029996
Agriculture,Basketball,Undirected,0.301029996
Agriculture,Benchmark,Undirected,0.301029996
Agriculture,Bowling,Undirected,0.301029996
Agriculture,Bullet Time,Undirected,0.301029996
Agriculture,Capitalism,Undirected,0.301029996
Agriculture,Chess,Undirected,0.301029996
Agriculture,Conspiracy,Undirected,0.301029996
Agriculture,Diplomacy,Undirected,0.301029996
Agriculture,Dynamic Narration,Undirected,0.301029996
Agriculture,Fishing,Undirected,0.477121255
Agriculture,Gambling,Undirected,0.301029996
Agriculture,Golf,Undirected,0.301029996
Agriculture,Grid-Based Movement,Undirected,0.301029996
Agriculture,Horses,Undirected,0.301029996
Agriculture,Inventory Management,Undirected,0.301029996
Agriculture,Lara Croft,Undirected,0.301029996
Agriculture,Lemmings,Undirected,0.301029996
Agriculture,Mars,Undirected,0.301029996
Agriculture,Mini Golf,Undirected,0.301029996
Agriculture,Mining,Undirected,0.301029996
Agriculture,Modern,Undirected,0.301029996
Agriculture,Music-Based Procedural Generation,Undirected,0.301029996
Agriculture,Mystery Dungeon,Undirected,0.301029996
Agriculture,Mythology,Undirected,0.301029996
Agriculture,Nonlinear,Undirected,0.301029996
Agriculture,NSFW,Undirected,0.301029996
Agriculture,Offroad,Undirected,0.301029996
Agriculture,On-Rails Shooter,Undirected,0.301029996
Agriculture,Philisophical,Undirected,0.301029996
Agriculture,Pool,Undirected,0.301029996
Agriculture,Programming,Undirected,0.301029996
Agriculture,Rome,Undirected,0.301029996
Agriculture,Sailing,Undirected,0.301029996
Agriculture,Silent Protagonist,Undirected,0.301029996
Agriculture,Sniper,Undirected,0.301029996
Agriculture,Sokoban,Undirected,0.301029996
Agriculture,Spectacle fighter,Undirected,0.301029996
Agriculture,Spelling,Undirected,0.301029996
Agriculture,Time Attack,Undirected,0.301029996
Agriculture,Time Manipulation,Undirected,0.301029996
Agriculture,Transhumanism,Undirected,0.301029996
Agriculture,Typing,Undirected,0.301029996
Agriculture,Werewolves,Undirected,0.301029996
Agriculture,Word Game,Undirected,0.301029996
Alternate History,6DOF,Undirected,0.301029996
Alternate History,Agriculture,Undirected,0.301029996
Alternate History,America,Undirected,0.301029996
Alternate History,Asynchronous Multiplayer,Undirected,0.301029996
Alternate History,Based On A Novel,Undirected,0.301029996
Alternate History,Basketball,Undirected,0.301029996
Alternate History,Batman,Undirected,0.301029996
Alternate History,Benchmark,Undirected,0.301029996
Alternate History,Bowling,Undirected,0.301029996
Alternate History,Bullet Time,Undirected,0.477121255
Alternate History,Capitalism,Undirected,0.301029996
Alternate History,Character Action Game,Undirected,0.301029996
Alternate History,Chess,Undirected,0.301029996
Alternate History,Cinematic,Undirected,0.301029996
Alternate History,Class-Based,Undirected,0.301029996
Alternate History,Clicker,Undirected,0.301029996
Alternate History,Cold War,Undirected,0.602059991
Alternate History,Conspiracy,Undirected,0.301029996
Alternate History,Co-op Campaign,Undirected,0.477121255
Alternate History,Crowdfunded,Undirected,0.301029996
Alternate History,CRPG,Undirected,0.477121255
Alternate History,Dark Comedy,Undirected,0.301029996
Alternate History,Diplomacy,Undirected,0.301029996
Alternate History,Dynamic Narration,Undirected,0.301029996
Alternate History,Fishing,Undirected,0.301029996
Alternate History,FMV,Undirected,0.602059991
Alternate History,Football,Undirected,0.301029996
Alternate History,Gambling,Undirected,0.301029996
Alternate History,God Game,Undirected,0.301029996
Alternate History,Golf,Undirected,0.301029996
Alternate History,Gothic,Undirected,0.301029996
Alternate History,Grid-Based Movement,Undirected,0.301029996
Alternate History,Gun Customization,Undirected,0.301029996
Alternate History,Heist,Undirected,0.301029996
Alternate History,Hex Grid,Undirected,0.301029996
Alternate History,Horses,Undirected,0.301029996
Alternate History,Hunting,Undirected,0.301029996
Alternate History,Inventory Management,Undirected,0.477121255
Alternate History,Lara Croft,Undirected,0.301029996
Alternate History,LEGO,Undirected,0.301029996
Alternate History,Lemmings,Undirected,0.301029996
Alternate History,Lore-Rich,Undirected,0.301029996
Alternate History,Mars,Undirected,0.301029996
Alternate History,Martial Arts,Undirected,0.301029996
Alternate History,Mini Golf,Undirected,0.301029996
Alternate History,Mining,Undirected,0.301029996
Alternate History,Modern,Undirected,0.301029996
Alternate History,Mouse only,Undirected,0.301029996
Alternate History,Music-Based Procedural Generation,Undirected,0.301029996
Alternate History,Mystery Dungeon,Undirected,0.301029996
Alternate History,Mythology,Undirected,0.301029996
Alternate History,Narration,Undirected,0.301029996
Alternate History,Naval,Undirected,0.477121255
Alternate History,Nonlinear,Undirected,0.301029996
