X,list_in_tag,date_in_tag,pos_in_tag,neg_in_tag
492,140,"16 Oct, 2013",NA,NA
19,140,"16 Oct, 2013",NA,NA
4182,140,"16 Oct, 2013",NA,NA
1756,140,"16 Oct, 2013",NA,NA
1664,140,"16 Oct, 2013",NA,NA
3871,140,"16 Oct, 2013",NA,NA
1625,140,"16 Oct, 2013",NA,NA
4026,140,"16 Oct, 2013",NA,NA
4234,140,"16 Oct, 2013",NA,NA
1621,140,"16 Oct, 2013",NA,NA
4305,140,"16 Oct, 2013",NA,NA
4094,140,"16 Oct, 2013",NA,NA
1752,140,"16 Oct, 2013",NA,NA
492,1849,"8 May, 2014",139,59
9,1849,"8 May, 2014",139,59
599,1849,"8 May, 2014",139,59
4182,1849,"8 May, 2014",139,59
12472,1849,"8 May, 2014",139,59
4328,1849,"8 May, 2014",139,59
1647,1849,"8 May, 2014",139,59
492,"10,000,000","15 Jan, 2013",NA,NA
19,"10,000,000","15 Jan, 2013",NA,NA
597,"10,000,000","15 Jan, 2013",NA,NA
122,"10,000,000","15 Jan, 2013",NA,NA
4182,"10,000,000","15 Jan, 2013",NA,NA
1664,"10,000,000","15 Jan, 2013",NA,NA
3871,"10,000,000","15 Jan, 2013",NA,NA
1684,"10,000,000","15 Jan, 2013",NA,NA
3964,"10,000,000","15 Jan, 2013",NA,NA
4004,"10,000,000","15 Jan, 2013",NA,NA
25085,"10,000,000","15 Jan, 2013",NA,NA
1665,"10,000,000","15 Jan, 2013",NA,NA
19, Fieldrunners 2,"10 Jan, 2013",222,39
9, Fieldrunners 2,"10 Jan, 2013",222,39
597, Fieldrunners 2,"10 Jan, 2013",222,39
1645, Fieldrunners 2,"10 Jan, 2013",222,39
25085, Fieldrunners 2,"10 Jan, 2013",222,39
492,! That Bastard Is Trying To Steal Our Gold !,"1 Mar, 2016",8,5
19,! That Bastard Is Trying To Steal Our Gold !,"1 Mar, 2016",8,5
21,! That Bastard Is Trying To Steal Our Gold !,"1 Mar, 2016",8,5
597,! That Bastard Is Trying To Steal Our Gold !,"1 Mar, 2016",8,5
1721,! That Bastard Is Trying To Steal Our Gold !,"1 Mar, 2016",8,5
10397,! That Bastard Is Trying To Steal Our Gold !,"1 Mar, 2016",8,5
21,!Slider Quest,"27 Sep, 2016",4,0
9,!Slider Quest,"27 Sep, 2016",4,0
1664,!Slider Quest,"27 Sep, 2016",4,0
597,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
4136,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
21978,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
6650,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
1721,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
10397,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
7478,"""BUTTS: The VR Experience""","3 Feb, 2016",29,12
492,"""Glow Ball"" - The billiard puzzle game","19 Feb, 2014",4,24
9,"""Glow Ball"" - The billiard puzzle game","19 Feb, 2014",4,24
597,"""Glow Ball"" - The billiard puzzle game","19 Feb, 2014",4,24
701,"""Glow Ball"" - The billiard puzzle game","19 Feb, 2014",4,24
492,"""Heroes of Card War""",12-2016,0,0
9,"""Heroes of Card War""",12-2016,0,0
4182,"""Heroes of Card War""",12-2016,0,0
3859,"""Heroes of Card War""",12-2016,0,0
1685,"""Heroes of Card War""",12-2016,0,0
4150,"""Heroes of Card War""",12-2016,0,0
1666,"""Heroes of Card War""",12-2016,0,0
9271,"""Heroes of Card War""",12-2016,0,0
492,#KILLALLZOMBIES,NA,3,3
19,#KILLALLZOMBIES,NA,3,3
1659,#KILLALLZOMBIES,NA,3,3
492,#SelfieTennis,"1 Apr, 2016",42,20
701,#SelfieTennis,"1 Apr, 2016",42,20
21978,#SelfieTennis,"1 Apr, 2016",42,20
492,#SkiJump,2016,0,0
701,#SkiJump,2016,0,0
492,$1 Ride,"28 Jul, 2016",17,18
19,$1 Ride,"28 Jul, 2016",17,18
597,$1 Ride,"28 Jul, 2016",17,18
492,.EXE,"16 Jun, 2016",5,1
19,.EXE,"16 Jun, 2016",5,1
21,.EXE,"16 Jun, 2016",5,1
1625,.EXE,"16 Jun, 2016",5,1
4026,.EXE,"16 Jun, 2016",5,1
3959,.EXE,"16 Jun, 2016",5,1
492,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
19,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
3871,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
1774,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
4004,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
4231,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
4255,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
7478,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
4885,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
4115,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
1710,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
13782,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
1714,//N.P.P.D. RUSH//- The milk of Ultraviolet,NA,247,479
492,//SNOWFLAKE TATTOO//,"27 Mar, 2015",15,25
19,//SNOWFLAKE TATTOO//,"27 Mar, 2015",15,25
21,//SNOWFLAKE TATTOO//,"27 Mar, 2015",15,25
122,//SNOWFLAKE TATTOO//,"27 Mar, 2015",15,25
492,[ R.U.M.A ],"5 Nov, 2016",3,1
19,[ R.U.M.A ],"5 Nov, 2016",3,1
597,[ R.U.M.A ],"5 Nov, 2016",3,1
599,[ R.U.M.A ],"5 Nov, 2016",3,1
492,[the Sequence],"30 Mar, 2016",53,5
597,[the Sequence],"30 Mar, 2016",54,5
1664,[the Sequence],"30 Mar, 2016",54,5
4094,[the Sequence],"30 Mar, 2016",54,5
5432,[the Sequence],"30 Mar, 2016",54,5
122,<U+0639><U+0627><U+0644><U+0645> <U+0623><U+0631><U+064A><U+0628>,"2 Nov, 2015",2,3
1754,<U+0639><U+0627><U+0644><U+0645> <U+0623><U+0631><U+064A><U+0628>,"2 Nov, 2015",2,3
21,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
9,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
597,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
122,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
599,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
4182,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
1677,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
9551,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
6971,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
4474,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
6915,<U+4FA0>ËÔ<U+98CE>éö<U+4F20>(Tale of Wuxia),"28 Apr, 2016",NA,NA
492,<U+5C18>ÞÞûã£¨Lost in Secular Love£©,"28 Oct, 2016",21,0
21,<U+5C18>ÞÞûã£¨Lost in Secular Love£©,"28 Oct, 2016",21,0
597,<U+5C18>ÞÞûã£¨Lost in Secular Love£©,"28 Oct, 2016",21,0
599,<U+5C18>ÞÞûã£¨Lost in Secular Love£©,"28 Oct, 2016",21,0
3799,<U+5C18>ÞÞûã£¨Lost in Secular Love£©,"28 Oct, 2016",21,0
4598,<U+5C18>ÞÞûã£¨Lost in Secular Love£©,"28 Oct, 2016",21,0
599,<U+6804>Î®ªÏÏÖªË «ì«¸«§«ó«É«Ñ«Ã«¯,"8 Jan, 2015",1,0
492,0 Day,NA,0,1
19,0 Day,NA,0,1
21,0 Day,NA,0,1
9,0 Day,NA,0,1
21978,0 Day,NA,0,1
1734,0 Day,NA,0,1
4667,0 Day,NA,0,1
15045,0 Day,NA,0,1
492,0RBITALIS,"28 May, 2015",155,57
599,0RBITALIS,"28 May, 2015",155,57
1664,0RBITALIS,"28 May, 2015",155,57
1755,0RBITALIS,"28 May, 2015",155,57
3968,0RBITALIS,"28 May, 2015",155,57
492,1 Moment Of Time: Silentville,"21 Jul, 2016",111,30
21,1 Moment Of Time: Silentville,"21 Jul, 2016",111,30
1698,1 Moment Of Time: Silentville,"21 Jul, 2016",111,30
1738,1 Moment Of Time: Silentville,"21 Jul, 2016",111,30
492,"1,000 Heads Among the Trees","11 Dec, 2015",7,2
492,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),NA,146,260
19,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),NA,146,260
4182,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),NA,146,260
1621,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),NA,146,260
5125,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),NA,146,260
1752,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),NA,146,260
492,10 Minute Barbarian,"27 Jan, 2016",3,4
9,10 Minute Barbarian,"27 Jan, 2016",3,4
597,10 Minute Barbarian,"27 Jan, 2016",3,4
492,10 Minute Tower,"26 Jul, 2016",0,1
492,10 Second Ninja,"5 Mar, 2014",408,61
19,10 Second Ninja,"5 Mar, 2014",408,61
4182,10 Second Ninja,"5 Mar, 2014",408,61
1664,10 Second Ninja,"5 Mar, 2014",408,61
3871,10 Second Ninja,"5 Mar, 2014",408,61
1625,10 Second Ninja,"5 Mar, 2014",408,61
4026,10 Second Ninja,"5 Mar, 2014",408,61
1734,10 Second Ninja,"5 Mar, 2014",408,61
1688,10 Second Ninja,"5 Mar, 2014",408,61
5390,10 Second Ninja,"5 Mar, 2014",408,61
492,10 Second Ninja X,"19 Jul, 2016",14,2
19,10 Second Ninja X,"19 Jul, 2016",14,2
1625,10 Second Ninja X,"19 Jul, 2016",14,2
5537,10 Second Ninja X,"19 Jul, 2016",14,2
492,10 Years After,"30 Jan, 2015",18,50
19,10 Years After,"30 Jan, 2015",18,50
21,10 Years After,"30 Jan, 2015",18,50
4182,10 Years After,"30 Jan, 2015",18,50
1662,10 Years After,"30 Jan, 2015",18,50
492,100% Orange Juice,"10 Sep, 2013",NA,NA
9,100% Orange Juice,"10 Sep, 2013",NA,NA
597,100% Orange Juice,"10 Sep, 2013",NA,NA
4182,100% Orange Juice,"10 Sep, 2013",NA,NA
3859,100% Orange Juice,"10 Sep, 2013",NA,NA
1756,100% Orange Juice,"10 Sep, 2013",NA,NA
4085,100% Orange Juice,"10 Sep, 2013",NA,NA
7208,100% Orange Juice,"10 Sep, 2013",NA,NA
4026,100% Orange Juice,"10 Sep, 2013",NA,NA
4136,100% Orange Juice,"10 Sep, 2013",NA,NA
1677,100% Orange Juice,"10 Sep, 2013",NA,NA
4726,100% Orange Juice,"10 Sep, 2013",NA,NA
10397,100% Orange Juice,"10 Sep, 2013",NA,NA
1666,100% Orange Juice,"10 Sep, 2013",NA,NA
1770,100% Orange Juice,"10 Sep, 2013",NA,NA
492,1000 Amps,"22 Feb, 2012",174,46
21,1000 Amps,"22 Feb, 2012",174,46
4182,1000 Amps,"22 Feb, 2012",174,46
1664,1000 Amps,"22 Feb, 2012",174,46
3871,1000 Amps,"22 Feb, 2012",174,46
1625,1000 Amps,"22 Feb, 2012",174,46
1628,1000 Amps,"22 Feb, 2012",174,46
492,1001 Spikes,"3 Jun, 2014",283,39
19,1001 Spikes,"3 Jun, 2014",283,39
21,1001 Spikes,"3 Jun, 2014",283,39
4182,1001 Spikes,"3 Jun, 2014",283,39
3859,1001 Spikes,"3 Jun, 2014",283,39
1756,1001 Spikes,"3 Jun, 2014",283,39
1685,1001 Spikes,"3 Jun, 2014",283,39
3871,1001 Spikes,"3 Jun, 2014",283,39
1625,1001 Spikes,"3 Jun, 2014",283,39
4026,1001 Spikes,"3 Jun, 2014",283,39
3964,1001 Spikes,"3 Jun, 2014",283,39
4004,1001 Spikes,"3 Jun, 2014",283,39
7368,1001 Spikes,"3 Jun, 2014",283,39
3798,1001 Spikes,"3 Jun, 2014",283,39
4840,1001 Spikes,"3 Jun, 2014",283,39
492,100nya,"14 Nov, 2016",7,1
9,100nya,"14 Nov, 2016",7,1
1664,100nya,"14 Nov, 2016",7,1
492,101 Ways to Die,"17 Mar, 2016",7,7
19,101 Ways to Die,"17 Mar, 2016",7,7
9,101 Ways to Die,"17 Mar, 2016",7,7
597,101 Ways to Die,"17 Mar, 2016",7,7
492,12 is Better Than 6,"20 Nov, 2015",722,158
19,12 is Better Than 6,"20 Nov, 2015",722,158
4182,12 is Better Than 6,"20 Nov, 2015",726,159
1756,12 is Better Than 6,"20 Nov, 2015",726,159
4166,12 is Better Than 6,"20 Nov, 2015",726,159
3871,12 is Better Than 6,"20 Nov, 2015",726,159
1774,12 is Better Than 6,"20 Nov, 2015",726,159
1773,12 is Better Than 6,"20 Nov, 2015",726,159
4345,12 is Better Than 6,"20 Nov, 2015",726,159
1734,12 is Better Than 6,"20 Nov, 2015",726,159
4791,12 is Better Than 6,"20 Nov, 2015",726,159
4667,12 is Better Than 6,"20 Nov, 2015",726,159
5228,12 is Better Than 6,"20 Nov, 2015",726,159
4637,12 is Better Than 6,"20 Nov, 2015",726,159
1647,12 is Better Than 6,"20 Nov, 2015",726,159
492,12 Labours of Hercules,"23 Mar, 2015",NA,NA
9,12 Labours of Hercules,"23 Mar, 2015",NA,NA
597,12 Labours of Hercules,"23 Mar, 2015",NA,NA
4182,12 Labours of Hercules,"23 Mar, 2015",NA,NA
3871,12 Labours of Hercules,"23 Mar, 2015",NA,NA
8945,12 Labours of Hercules,"23 Mar, 2015",NA,NA
16094,12 Labours of Hercules,"23 Mar, 2015",NA,NA
9,12 Labours of Hercules II: The Cretan Bull,"2 Jun, 2015",NA,NA
597,12 Labours of Hercules II: The Cretan Bull,"2 Jun, 2015",NA,NA
4182,12 Labours of Hercules II: The Cretan Bull,"2 Jun, 2015",NA,NA
3871,12 Labours of Hercules II: The Cretan Bull,"2 Jun, 2015",NA,NA
8945,12 Labours of Hercules II: The Cretan Bull,"2 Jun, 2015",NA,NA
9,12 Labours of Hercules III: Girl Power,"7 Aug, 2015",504,75
597,12 Labours of Hercules III: Girl Power,"7 Aug, 2015",504,75
4182,12 Labours of Hercules III: Girl Power,"7 Aug, 2015",504,75
7208,12 Labours of Hercules III: Girl Power,"7 Aug, 2015",504,75
8945,12 Labours of Hercules III: Girl Power,"7 Aug, 2015",504,75
492,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"25 Dec, 2015",151,11
9,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"25 Dec, 2015",151,11
597,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"25 Dec, 2015",151,11
8945,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"25 Dec, 2015",151,11
492,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),"17 Jun, 2016",119,12
9,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),"17 Jun, 2016",119,12
597,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),"17 Jun, 2016",119,12
492,12 orbits,"24 Oct, 2016",16,1
19,12 orbits,"24 Oct, 2016",16,1
597,12 orbits,"24 Oct, 2016",16,1
701,12 orbits,"24 Oct, 2016",16,1
3859,12 orbits,"24 Oct, 2016",16,1
3871,12 orbits,"24 Oct, 2016",16,1
1773,12 orbits,"24 Oct, 2016",16,1
7368,12 orbits,"24 Oct, 2016",16,1
3878,12 orbits,"24 Oct, 2016",16,1
4840,12 orbits,"24 Oct, 2016",16,1
5711,12 orbits,"24 Oct, 2016",16,1
25085,12 orbits,"24 Oct, 2016",16,2
4400,12 orbits,"24 Oct, 2016",16,2
7226,12 orbits,"24 Oct, 2016",16,2
1679,12 orbits,"24 Oct, 2016",16,2
492,123 Slaughter Me Street,"28 Sep, 2015",95,18
19,123 Slaughter Me Street,"28 Sep, 2015",95,18
4182,123 Slaughter Me Street,"28 Sep, 2015",95,18
1667,123 Slaughter Me Street,"28 Sep, 2015",95,18
19,123 Slaughter Me Street 2,NA,24,2
21,123 Slaughter Me Street 2,NA,24,2
9,123 Slaughter Me Street 2,NA,24,2
1667,123 Slaughter Me Street 2,NA,24,2
3978,123 Slaughter Me Street 2,NA,24,2
492,15 Days,"25 Jun, 2010",16,33
21,15 Days,"25 Jun, 2010",16,33
597,15 Days,"25 Jun, 2010",16,33
1698,15 Days,"25 Jun, 2010",16,33
492,16 Bit Arena,"24 Mar, 2015",37,16
19,16 Bit Arena,"24 Mar, 2015",37,16
9,16 Bit Arena,"24 Mar, 2015",37,16
597,16 Bit Arena,"24 Mar, 2015",37,16
122,16 Bit Arena,"24 Mar, 2015",37,16
113,16 Bit Arena,"24 Mar, 2015",37,16
128,16 Bit Arena,"24 Mar, 2015",37,16
3964,16 Bit Arena,"24 Mar, 2015",37,16
4004,16 Bit Arena,"24 Mar, 2015",37,16
1743,16 Bit Arena,"24 Mar, 2015",37,16
492,16bit Trader,"4 Jun, 2015",121,216
21,16bit Trader,"4 Jun, 2015",121,216
9,16bit Trader,"4 Jun, 2015",121,216
597,16bit Trader,"4 Jun, 2015",121,216
122,16bit Trader,"4 Jun, 2015",121,216
599,16bit Trader,"4 Jun, 2015",121,216
4202,16bit Trader,"4 Jun, 2015",121,216
9,1775: Rebellion,"29 Sep, 2016",14,5
1770,1775: Rebellion,"29 Sep, 2016",14,5
599,18 Wheels of Steel: Across America,"23 Sep, 2003",9,0
599,18 Wheels of Steel: American Long Haul,"3 Dec, 2007",174,85
699,18 Wheels of Steel: American Long Haul,"3 Dec, 2007",174,85
1644,18 Wheels of Steel: American Long Haul,"3 Dec, 2007",174,85
599,18 Wheels of Steel: Convoy,"1 Sep, 2005",2,2
599,18 Wheels of Steel: Extreme Trucker,"23 Sep, 2009",56,27
1644,18 Wheels of Steel: Extreme Trucker,"23 Sep, 2009",56,27
599,18 Wheels of Steel: Extreme Trucker 2,"6 Jan, 2011",13,10
1644,18 Wheels of Steel: Extreme Trucker 2,"6 Jan, 2011",13,10
599,18 Wheels of Steel: Haulin¡¯,"8 Dec, 2006",5,0
492,1917 - The Alien Invasion,"10 Jun, 2016",20,7
19,1917 - The Alien Invasion,"10 Jun, 2016",20,7
21,1917 - The Alien Invasion,"10 Jun, 2016",20,7
9,1917 - The Alien Invasion,"10 Jun, 2016",20,7
597,1917 - The Alien Invasion,"10 Jun, 2016",20,7
4182,1917 - The Alien Invasion,"10 Jun, 2016",20,7
1756,1917 - The Alien Invasion,"10 Jun, 2016",20,7
3871,1917 - The Alien Invasion,"10 Jun, 2016",20,7
3964,1917 - The Alien Invasion,"10 Jun, 2016",20,7
1773,1917 - The Alien Invasion,"10 Jun, 2016",20,7
4004,1917 - The Alien Invasion,"10 Jun, 2016",20,7
4255,1917 - The Alien Invasion,"10 Jun, 2016",20,7
4252,1917 - The Alien Invasion,"10 Jun, 2016",20,7
4684,1917 - The Alien Invasion,"10 Jun, 2016",20,7
5382,1917 - The Alien Invasion,"10 Jun, 2016",20,7
492,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
597,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
122,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
599,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
4182,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
4085,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
7208,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
3799,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
9551,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
31579,1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015",55,18
9,1942: The Pacific Air War,"1 Jan, 1994",9,6
599,1942: The Pacific Air War,"1 Jan, 1994",9,6
4150,1942: The Pacific Air War,"1 Jan, 1994",9,6
492,1943 Megami Strike,"24 Feb, 2016",16,40
19,1943 Megami Strike,"24 Feb, 2016",16,40
597,1943 Megami Strike,"24 Feb, 2016",16,40
4085,1943 Megami Strike,"24 Feb, 2016",16,40
4255,1943 Megami Strike,"24 Feb, 2016",16,40
4885,1943 Megami Strike,"24 Feb, 2016",16,40
21,1953 - KGB Unleashed,"20 Sep, 2013",214,149
1664,1953 - KGB Unleashed,"20 Sep, 2013",214,149
1667,1953 - KGB Unleashed,"20 Sep, 2013",214,149
3839,1953 - KGB Unleashed,"20 Sep, 2013",214,149
1698,1953 - KGB Unleashed,"20 Sep, 2013",215,149
9,1953: NATO vs Warsaw Pact,"11 Nov, 2014",7,20
1677,1953: NATO vs Warsaw Pact,"11 Nov, 2014",7,20
1741,1953: NATO vs Warsaw Pact,"11 Nov, 2014",7,20
4364,1953: NATO vs Warsaw Pact,"11 Nov, 2014",7,20
4684,1953: NATO vs Warsaw Pact,"11 Nov, 2014",7,20
492,1954 Alcatraz,"11 Mar, 2014",364,121
21,1954 Alcatraz,"11 Mar, 2014",364,121
4182,1954 Alcatraz,"11 Mar, 2014",364,121
1664,1954 Alcatraz,"11 Mar, 2014",364,121
1698,1954 Alcatraz,"11 Mar, 2014",364,121
492,1979 Revolution: Black Friday,"4 Apr, 2016",200,47
19,1979 Revolution: Black Friday,"4 Apr, 2016",201,47
21,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
4182,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
1756,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
4166,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
1742,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
1698,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
3834,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
4711,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
3987,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
6426,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
4486,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
6971,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
4853,1979 Revolution: Black Friday,"4 Apr, 2016",202,47
492,1993 Space Machine,"28 Mar, 2016",11,1
19,1993 Space Machine,"28 Mar, 2016",11,1
4255,1993 Space Machine,"28 Mar, 2016",11,1
4885,1993 Space Machine,"28 Mar, 2016",11,1
492,199X,"11 Dec, 2014",151,29
21,199X,"11 Dec, 2014",151,29
7208,199X,"11 Dec, 2014",151,29
5577,199X,"11 Dec, 2014",151,29
4234,199X,"11 Dec, 2014",151,29
492,1HEART,"10 Oct, 2014",77,38
21,1HEART,"10 Oct, 2014",79,37
4166,1HEART,"10 Oct, 2014",79,37
1667,1HEART,"10 Oct, 2014",79,37
1698,1HEART,"10 Oct, 2014",79,37
492,1Quest,"3 Dec, 2014",54,41
122,1Quest,"3 Dec, 2014",54,41
1677,1Quest,"3 Dec, 2014",54,41
1716,1Quest,"3 Dec, 2014",54,41
492,200% Mixed Juice!,"23 Oct, 2015",178,20
21,200% Mixed Juice!,"23 Oct, 2015",179,20
122,200% Mixed Juice!,"23 Oct, 2015",179,20
3859,200% Mixed Juice!,"23 Oct, 2015",179,20
4085,200% Mixed Juice!,"23 Oct, 2015",179,20
1677,200% Mixed Juice!,"23 Oct, 2015",179,20
4726,200% Mixed Juice!,"23 Oct, 2015",179,20
492,20XX,"25 Nov, 2014",912,48
19,20XX,"25 Nov, 2014",912,48
4182,20XX,"25 Nov, 2014",911,48
3859,20XX,"25 Nov, 2014",911,48
1756,20XX,"25 Nov, 2014",911,48
3871,20XX,"25 Nov, 2014",911,48
1625,20XX,"25 Nov, 2014",911,48
7208,20XX,"25 Nov, 2014",911,48
3843,20XX,"25 Nov, 2014",911,48
7481,20XX,"25 Nov, 2014",911,48
3841,20XX,"25 Nov, 2014",911,48
7368,20XX,"25 Nov, 2014",911,48
1716,20XX,"25 Nov, 2014",911,48
5125,20XX,"25 Nov, 2014",911,48
3959,20XX,"25 Nov, 2014",911,48
492,21 Steps to Soul,"24 Oct, 2016",3,4
21,21 Steps to Soul,"24 Oct, 2016",3,4
1625,21 Steps to Soul,"24 Oct, 2016",3,4
492,24 HOURS,"13 Sep, 2016",112,71
19,24 HOURS,"13 Sep, 2016",110,74
21,24 HOURS,"13 Sep, 2016",110,74
492,24 Hours 'til Rescue,"19 Feb, 2016",3,4
19,24 Hours 'til Rescue,"19 Feb, 2016",3,4
21,24 Hours 'til Rescue,"19 Feb, 2016",3,4
597,24 Hours 'til Rescue,"19 Feb, 2016",3,4
122,24 Hours 'til Rescue,"19 Feb, 2016",3,4
4166,24 Hours 'til Rescue,"19 Feb, 2016",3,4
1695,24 Hours 'til Rescue,"19 Feb, 2016",3,4
3810,24 Hours 'til Rescue,"19 Feb, 2016",3,4
1659,24 Hours 'til Rescue,"19 Feb, 2016",3,4
3978,24 Hours 'til Rescue,"19 Feb, 2016",3,4
5577,24 Hours 'til Rescue,"19 Feb, 2016",3,4
4161,24 Hours 'til Rescue,"19 Feb, 2016",3,4
19,28 Waves Later,"30 Nov, 2016",0,0
597,28 Waves Later,"30 Nov, 2016",0,0
492,3 Coins At School,"20 Apr, 2016",1,0
9,3 Coins At School,"20 Apr, 2016",1,0
597,3 Coins At School,"20 Apr, 2016",1,0
599,3 Coins At School,"20 Apr, 2016",1,0
701,3 Coins At School,"20 Apr, 2016",1,0
492,3 Stars of Destiny,"28 Mar, 2014",83,56
21,3 Stars of Destiny,"28 Mar, 2014",83,56
122,3 Stars of Destiny,"28 Mar, 2014",83,56
4182,3 Stars of Destiny,"28 Mar, 2014",83,56
1756,3 Stars of Destiny,"28 Mar, 2014",83,56
1684,3 Stars of Destiny,"28 Mar, 2014",83,56
4085,3 Stars of Destiny,"28 Mar, 2014",83,56
7208,3 Stars of Destiny,"28 Mar, 2014",83,56
3834,3 Stars of Destiny,"28 Mar, 2014",83,56
4711,3 Stars of Destiny,"28 Mar, 2014",83,56
5577,3 Stars of Destiny,"28 Mar, 2014",83,56
4434,3 Stars of Destiny,"28 Mar, 2014",83,56
492,30 IMPOSSIBLE LEVELS,"25 Apr, 2016",6,2
19,30 IMPOSSIBLE LEVELS,"25 Apr, 2016",6,2
597,300 Dwarves,"17 Jun, 2013",28,25
1645,300 Dwarves,"17 Jun, 2013",28,25
492,3030 Deathwar Redux,"28 Apr, 2016",36,0
19,3030 Deathwar Redux,"28 Apr, 2016",36,0
21,3030 Deathwar Redux,"28 Apr, 2016",36,0
122,3030 Deathwar Redux,"28 Apr, 2016",36,0
599,3030 Deathwar Redux,"28 Apr, 2016",36,0
1756,3030 Deathwar Redux,"28 Apr, 2016",36,0
3871,3030 Deathwar Redux,"28 Apr, 2016",36,0
4136,3030 Deathwar Redux,"28 Apr, 2016",36,0
5716,3030 Deathwar Redux,"28 Apr, 2016",36,0
1673,3030 Deathwar Redux,"28 Apr, 2016",36,0
6691,3030 Deathwar Redux,"28 Apr, 2016",36,0
4236,3030 Deathwar Redux,"28 Apr, 2016",36,0
4195,3030 Deathwar Redux,"28 Apr, 2016",36,0
7743,3030 Deathwar Redux,"28 Apr, 2016",36,0
4878,3030 Deathwar Redux,"28 Apr, 2016",36,0
