X,list_in_tag,date_in_tag,pos_in_tag,neg_in_tag
6971,BasketBelle,"9 Dec, 2014",78,14
13782,BasketBelle,"9 Dec, 2014",78,14
19,Baskhead,"19 Jul, 2016",3,0
597,Baskhead,"19 Jul, 2016",3,0
701,Baskhead,"19 Jul, 2016",3,0
21978,Baskhead,"19 Jul, 2016",3,0
492,BASMENT DWELLERS,"22 Nov, 2016",2,0
21,BASMENT DWELLERS,"22 Nov, 2016",2,0
597,BASMENT DWELLERS,"22 Nov, 2016",2,0
122,BASMENT DWELLERS,"22 Nov, 2016",2,0
492,Bass Blocks,"15 Sep, 2015",9,3
19,Bass Blocks,"15 Sep, 2015",9,3
21,Bass Blocks,"15 Sep, 2015",9,3
122,Bass Blocks,"15 Sep, 2015",9,3
492,Bastard Bonds,NA,135,10
9,Bastard Bonds,NA,135,10
122,Bastard Bonds,NA,135,10
4182,Bastard Bonds,NA,135,10
3964,Bastard Bonds,NA,135,10
1677,Bastard Bonds,NA,135,10
6650,Bastard Bonds,NA,135,10
5611,Bastard Bonds,NA,135,10
4747,Bastard Bonds,NA,135,10
21725,Bastard Bonds,NA,135,10
492,Bastion,"16 Aug, 2011",NA,NA
19,Bastion,"16 Aug, 2011",NA,NA
21,Bastion,"16 Aug, 2011",NA,NA
122,Bastion,"16 Aug, 2011",NA,NA
4182,Bastion,"16 Aug, 2011",NA,NA
1756,Bastion,"16 Aug, 2011",NA,NA
4166,Bastion,"16 Aug, 2011",NA,NA
1684,Bastion,"16 Aug, 2011",NA,NA
1742,Bastion,"16 Aug, 2011",NA,NA
4231,Bastion,"16 Aug, 2011",NA,NA
1646,Bastion,"16 Aug, 2011",NA,NA
4305,Bastion,"16 Aug, 2011",NA,NA
5851,Bastion,"16 Aug, 2011",NA,NA
5094,Bastion,"16 Aug, 2011",NA,NA
9592,Bastion,"16 Aug, 2011",NA,NA
492,Bathory - The Bloody Countess,"4 Jul, 2016",3,4
21,Bathory - The Bloody Countess,"4 Jul, 2016",3,4
597,Bathory - The Bloody Countess,"4 Jul, 2016",3,4
4182,Bathory - The Bloody Countess,"4 Jul, 2016",3,4
1738,Bathory - The Bloody Countess,"4 Jul, 2016",3,4
19,Batla,"14 May, 2015",NA,NA
113,Batla,"14 May, 2015",NA,NA
3859,Batla,"14 May, 2015",NA,NA
1667,Batla,"14 May, 2015",NA,NA
1774,Batla,"14 May, 2015",NA,NA
1742,Batla,"14 May, 2015",NA,NA
1663,Batla,"14 May, 2015",NA,NA
3839,Batla,"14 May, 2015",NA,NA
4136,Batla,"14 May, 2015",NA,NA
4345,Batla,"14 May, 2015",NA,NA
1721,Batla,"14 May, 2015",NA,NA
1734,Batla,"14 May, 2015",NA,NA
5611,Batla,"14 May, 2015",NA,NA
5752,Batla,"14 May, 2015",NA,NA
4667,Batla,"14 May, 2015",NA,NA
19,Batman - The Telltale Series,NA,NA,NA
21,Batman - The Telltale Series,NA,NA,NA
4182,Batman - The Telltale Series,NA,NA,NA
4166,Batman - The Telltale Series,NA,NA,NA
1742,Batman - The Telltale Series,NA,NA,NA
1698,Batman - The Telltale Series,NA,NA,NA
4342,Batman - The Telltale Series,NA,NA,NA
1738,Batman - The Telltale Series,NA,NA,NA
6426,Batman - The Telltale Series,NA,NA,NA
4486,Batman - The Telltale Series,NA,NA,NA
4242,Batman - The Telltale Series,NA,NA,NA
1671,Batman - The Telltale Series,NA,NA,NA
4559,Batman - The Telltale Series,NA,NA,NA
1751,Batman - The Telltale Series,NA,NA,NA
1694,Batman - The Telltale Series,NA,NA,NA
19,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
21,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
4182,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
4166,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1695,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1742,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1697,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1687,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
4106,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1743,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
4158,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
5613,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1671,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1751,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
1694,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",NA,NA
19,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
21,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
4182,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
4166,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1695,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1742,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1697,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1687,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
4106,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1743,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
4158,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
5613,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1671,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1751,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
1694,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",NA,NA
19,Batman¢â: Arkham Knight,NA,NA,NA
21,Batman¢â: Arkham Knight,NA,NA,NA
4182,Batman¢â: Arkham Knight,NA,NA,NA
4166,Batman¢â: Arkham Knight,NA,NA,NA
1695,Batman¢â: Arkham Knight,NA,NA,NA
1742,Batman¢â: Arkham Knight,NA,NA,NA
1697,Batman¢â: Arkham Knight,NA,NA,NA
1687,Batman¢â: Arkham Knight,NA,NA,NA
4342,Batman¢â: Arkham Knight,NA,NA,NA
1743,Batman¢â: Arkham Knight,NA,NA,NA
4158,Batman¢â: Arkham Knight,NA,NA,NA
5613,Batman¢â: Arkham Knight,NA,NA,NA
1671,Batman¢â: Arkham Knight,NA,NA,NA
1751,Batman¢â: Arkham Knight,NA,NA,NA
1694,Batman¢â: Arkham Knight,NA,NA,NA
19,Batman¢â: Arkham Origins,NA,NA,NA
21,Batman¢â: Arkham Origins,NA,NA,NA
4182,Batman¢â: Arkham Origins,NA,NA,NA
3859,Batman¢â: Arkham Origins,NA,NA,NA
1695,Batman¢â: Arkham Origins,NA,NA,NA
1742,Batman¢â: Arkham Origins,NA,NA,NA
1697,Batman¢â: Arkham Origins,NA,NA,NA
7481,Batman¢â: Arkham Origins,NA,NA,NA
1687,Batman¢â: Arkham Origins,NA,NA,NA
1743,Batman¢â: Arkham Origins,NA,NA,NA
4158,Batman¢â: Arkham Origins,NA,NA,NA
5613,Batman¢â: Arkham Origins,NA,NA,NA
1671,Batman¢â: Arkham Origins,NA,NA,NA
1751,Batman¢â: Arkham Origins,NA,NA,NA
1694,Batman¢â: Arkham Origins,NA,NA,NA
19,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
21,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
4182,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
1625,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
1628,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
4975,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
1671,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
1694,Batman¢â: Arkham Origins Blackgate - Deluxe Edition,"1 Apr, 2014",350,410
19,Battalion 1944,NA,0,0
128,Battalion 1944,NA,0,0
1663,Battalion 1944,NA,0,0
4150,Battalion 1944,NA,0,0
9,Battle Academy,"4 Aug, 2010",65,11
4182,Battle Academy,"4 Aug, 2010",65,11
3859,Battle Academy,"4 Aug, 2010",65,11
1677,Battle Academy,"4 Aug, 2010",65,11
1741,Battle Academy,"4 Aug, 2010",65,11
4711,Battle Academy,"4 Aug, 2010",65,11
4150,Battle Academy,"4 Aug, 2010",65,11
4684,Battle Academy,"4 Aug, 2010",65,11
9,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
4182,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
3859,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
1677,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
1741,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
4711,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
4150,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
4684,Battle Academy 2: Eastern Front,"12 Sep, 2014",60,5
19,Battle Battalions,"3 Nov, 2015",156,122
21,Battle Battalions,"3 Nov, 2015",156,122
9,Battle Battalions,"3 Nov, 2015",156,122
113,Battle Battalions,"3 Nov, 2015",156,122
128,Battle Battalions,"3 Nov, 2015",156,122
3859,Battle Battalions,"3 Nov, 2015",156,122
1685,Battle Battalions,"3 Nov, 2015",156,122
1676,Battle Battalions,"3 Nov, 2015",156,122
1718,Battle Battalions,"3 Nov, 2015",156,122
13276,Battle Battalions,"3 Nov, 2015",156,122
492,Battle Brothers,"27 Apr, 2015",NA,NA
9,Battle Brothers,"27 Apr, 2015",NA,NA
122,Battle Brothers,"27 Apr, 2015",NA,NA
4182,Battle Brothers,"27 Apr, 2015",NA,NA
1695,Battle Brothers,"27 Apr, 2015",NA,NA
1684,Battle Brothers,"27 Apr, 2015",NA,NA
4026,Battle Brothers,"27 Apr, 2015",NA,NA
3810,Battle Brothers,"27 Apr, 2015",NA,NA
1677,Battle Brothers,"27 Apr, 2015",NA,NA
1708,Battle Brothers,"27 Apr, 2015",NA,NA
4172,Battle Brothers,"27 Apr, 2015",NA,NA
5125,Battle Brothers,"27 Apr, 2015",NA,NA
4325,Battle Brothers,"27 Apr, 2015",NA,NA
14139,Battle Brothers,"27 Apr, 2015",NA,NA
4474,Battle Brothers,"27 Apr, 2015",NA,NA
492,Battle Chasers: Nightwar,2017,0,0
122,Battle Chasers: Nightwar,2017,0,0
4182,Battle Chasers: Nightwar,2017,0,0
4166,Battle Chasers: Nightwar,2017,0,0
4434,Battle Chasers: Nightwar,2017,0,0
4325,Battle Chasers: Nightwar,2017,0,0
492,Battle Chef Brigade,TBA,0,0
19,Battle Chef Brigade,TBA,0,0
21,Battle Chef Brigade,TBA,0,0
122,Battle Chef Brigade,TBA,0,0
9,Battle Chess: Game of Kings¢â,"11 Dec, 2015",90,84
597,Battle Chess: Game of Kings¢â,"11 Dec, 2015",90,84
1770,Battle Chess: Game of Kings¢â,"11 Dec, 2015",90,84
4184,Battle Chess: Game of Kings¢â,"11 Dec, 2015",90,84
492,Battle Crust,"25 Feb, 2016",8,1
19,Battle Crust,"25 Feb, 2016",8,1
4255,Battle Crust,"25 Feb, 2016",8,1
19,Battle Dome,"8 Jun, 2016",388,29
3859,Battle Dome,"8 Jun, 2016",388,29
1663,Battle Dome,"8 Jun, 2016",388,29
21978,Battle Dome,"8 Jun, 2016",388,29
19,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
1756,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
3871,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
4085,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
1773,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
7368,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
1743,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
3878,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
4736,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
5055,Battle Fantasia -Revised Edition-,"7 Jul, 2015",41,15
9,Battle Fleet 2,"20 Nov, 2014",149,39
599,Battle Fleet 2,"20 Nov, 2014",149,39
1741,Battle Fleet 2,"20 Nov, 2014",149,39
4150,Battle Fleet 2,"20 Nov, 2014",149,39
4168,Battle Fleet 2,"20 Nov, 2014",149,39
4364,Battle Fleet 2,"20 Nov, 2014",149,39
4684,Battle Fleet 2,"20 Nov, 2014",149,39
6910,Battle Fleet 2,"20 Nov, 2014",149,39
492,Battle for Blood - Epic battles within 30 seconds!,"8 Jul, 2015",449,183
9,Battle for Blood - Epic battles within 30 seconds!,"8 Jul, 2015",449,184
597,Battle for Blood - Epic battles within 30 seconds!,"8 Jul, 2015",449,184
113,Battle for Blood - Epic battles within 30 seconds!,"8 Jul, 2015",449,184
1645,Battle for Blood - Epic battles within 30 seconds!,"8 Jul, 2015",449,184
1665,Battle for Blood - Epic battles within 30 seconds!,"8 Jul, 2015",449,184
492,Battle For The Sun,"22 Jul, 2015",14,17
19,Battle For The Sun,"22 Jul, 2015",14,17
1663,Battle For The Sun,"22 Jul, 2015",14,17
492,Battle Forever,"3 Jun, 2016",1,2
19,Battle Forever,"3 Jun, 2016",1,2
492,Battle Girls,NA,0,0
21,Battle Girls,NA,0,0
597,Battle Girls,NA,0,0
6650,Battle Girls,NA,0,0
12095,Battle Girls,NA,0,0
492,Battle Group 2,"13 Jun, 2014",244,43
19,Battle Group 2,"13 Jun, 2014",244,43
9,Battle Group 2,"13 Jun, 2014",244,43
597,Battle Group 2,"13 Jun, 2014",244,43
7208,Battle Group 2,"13 Jun, 2014",244,43
1773,Battle Group 2,"13 Jun, 2014",244,43
19,Battle Islands,"6 Aug, 2014",NA,NA
9,Battle Islands,"6 Aug, 2014",NA,NA
597,Battle Islands,"6 Aug, 2014",NA,NA
113,Battle Islands,"6 Aug, 2014",NA,NA
4182,Battle Islands,"6 Aug, 2014",NA,NA
3859,Battle Islands,"6 Aug, 2014",NA,NA
1685,Battle Islands,"6 Aug, 2014",NA,NA
3843,Battle Islands,"6 Aug, 2014",NA,NA
1643,Battle Islands,"6 Aug, 2014",NA,NA
1678,Battle Islands,"6 Aug, 2014",NA,NA
1645,Battle Islands,"6 Aug, 2014",NA,NA
4150,Battle Islands,"6 Aug, 2014",NA,NA
19,Battle Islands: Commanders,"3 Nov, 2016",156,183
9,Battle Islands: Commanders,"3 Nov, 2016",157,184
113,Battle Islands: Commanders,"3 Nov, 2016",154,188
3859,Battle Islands: Commanders,"3 Nov, 2016",154,188
4150,Battle Islands: Commanders,"3 Nov, 2016",154,189
492,Battle Knights,"31 Aug, 2016",2,0
19,Battle Knights,"31 Aug, 2016",2,0
21,Battle Knights,"31 Aug, 2016",2,0
3871,Battle Knights,"31 Aug, 2016",2,0
1625,Battle Knights,"31 Aug, 2016",2,0
4026,Battle Knights,"31 Aug, 2016",2,0
3964,Battle Knights,"31 Aug, 2016",2,0
3841,Battle Knights,"31 Aug, 2016",2,0
9,Battle Mages,"27 Nov, 2003",38,17
122,Battle Mages,"27 Nov, 2003",38,17
7782,Battle Mages,"27 Nov, 2003",38,17
9,Battle Mages: Sign of Darkness,"13 Apr, 2006",31,7
122,Battle Mages: Sign of Darkness,"13 Apr, 2006",31,7
492,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
19,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
9,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
599,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
4182,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
3859,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
4166,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
1676,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
3987,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
1678,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
5382,Battle of Empires : 1914-1918,"22 Jul, 2015",NA,NA
19,Battle Of Europe,"23 Mar, 2006",5,4
9,Battle of the Bulge,"17 Sep, 2015",40,16
4182,Battle of the Bulge,"17 Sep, 2015",40,16
1677,Battle of the Bulge,"17 Sep, 2015",40,16
1708,Battle of the Bulge,"17 Sep, 2015",40,16
1741,Battle of the Bulge,"17 Sep, 2015",40,16
1678,Battle of the Bulge,"17 Sep, 2015",40,16
4150,Battle of the Bulge,"17 Sep, 2015",40,16
14139,Battle of the Bulge,"17 Sep, 2015",40,16
4684,Battle of the Bulge,"17 Sep, 2015",40,16
17770,Battle of the Bulge,"17 Sep, 2015",40,16
492,BATTLE PIXELS,"14 Jan, 2016",3,8
19,BATTLE PIXELS,"14 Jan, 2016",3,8
9,BATTLE PIXELS,"14 Jan, 2016",3,8
597,BATTLE PIXELS,"14 Jan, 2016",3,8
4182,BATTLE PIXELS,"14 Jan, 2016",3,8
3871,BATTLE PIXELS,"14 Jan, 2016",3,8
4136,BATTLE PIXELS,"14 Jan, 2016",3,8
1662,BATTLE PIXELS,"14 Jan, 2016",3,8
1693,BATTLE PIXELS,"14 Jan, 2016",3,8
1698,BATTLE PIXELS,"14 Jan, 2016",3,8
1773,BATTLE PIXELS,"14 Jan, 2016",3,8
4004,BATTLE PIXELS,"14 Jan, 2016",3,8
1678,BATTLE PIXELS,"14 Jan, 2016",3,8
4252,BATTLE PIXELS,"14 Jan, 2016",3,8
13276,BATTLE PIXELS,"14 Jan, 2016",3,8
492,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",221,204
19,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",221,204
21,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
9,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
597,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
122,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
599,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
701,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
699,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
3871,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
4136,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
1719,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
1697,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
4255,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
1645,Battle Ranch: Pigs vs Plants,"2 Feb, 2015",222,205
19,Battle Tank Armada,"23 Sep, 2016",1,1
599,Battle Tank Armada,"23 Sep, 2016",1,1
9,Battle vs Chess,"16 Aug, 2012",321,138
597,Battle vs Chess,"16 Aug, 2012",321,138
1770,Battle vs Chess,"16 Aug, 2012",321,138
4184,Battle vs Chess,"16 Aug, 2012",321,138
492,Battle Worlds: Kronos,"4 Nov, 2013",139,52
9,Battle Worlds: Kronos,"4 Nov, 2013",139,52
4182,Battle Worlds: Kronos,"4 Nov, 2013",139,52
3859,Battle Worlds: Kronos,"4 Nov, 2013",139,52
3942,Battle Worlds: Kronos,"4 Nov, 2013",139,52
1677,Battle Worlds: Kronos,"4 Nov, 2013",139,52
1741,Battle Worlds: Kronos,"4 Nov, 2013",139,52
5153,Battle Worlds: Kronos,"4 Nov, 2013",139,52
1717,Battle Worlds: Kronos,"4 Nov, 2013",139,52
17770,Battle Worlds: Kronos,"4 Nov, 2013",139,52
19,Battle: Los Angeles,"11 Mar, 2011",41,66
492,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
19,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
21,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
597,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
3859,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
1756,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
1664,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
1685,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
3871,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
1625,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
4136,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
1719,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
3843,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
3841,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
8122,BattleBlock Theater¢ç,"15 May, 2014",NA,NA
19,Battleborn,"2 May, 2016",NA,NA
4182,Battleborn,"2 May, 2016",NA,NA
3859,Battleborn,"2 May, 2016",NA,NA
1685,Battleborn,"2 May, 2016",NA,NA
3942,Battleborn,"2 May, 2016",NA,NA
1774,Battleborn,"2 May, 2016",NA,NA
1663,Battleborn,"2 May, 2016",NA,NA
3839,Battleborn,"2 May, 2016",NA,NA
4136,Battleborn,"2 May, 2016",NA,NA
1719,Battleborn,"2 May, 2016",NA,NA
3843,Battleborn,"2 May, 2016",NA,NA
4231,Battleborn,"2 May, 2016",NA,NA
1775,Battleborn,"2 May, 2016",NA,NA
1718,Battleborn,"2 May, 2016",NA,NA
4155,Battleborn,"2 May, 2016",NA,NA
492,BATTLECREW¢â Space Pirates,Coming soon,0,0
19,BATTLECREW¢â Space Pirates,Coming soon,0,0
492,Battlecursed,Q4 2017,0,0
19,Battlecursed,Q4 2017,0,0
122,Battlecursed,Q4 2017,0,0
4231,Battlecursed,Q4 2017,0,0
1716,Battlecursed,Q4 2017,0,0
1720,Battlecursed,Q4 2017,0,0
10695,Battlecursed,Q4 2017,0,0
3959,Battlecursed,Q4 2017,0,0
19,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
4182,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
3859,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
1756,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
1685,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
1774,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
1663,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
3839,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
3987,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
1678,Battlefield: Bad Company 2 Vietnam,"18 Dec, 2010",182,4
19,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
4182,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
3859,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
4166,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1685,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1774,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1663,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
3839,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1719,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1693,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1708,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
1678,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
4168,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
5711,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
5363,Battlefield: Bad Company¢â 2,"2 Mar, 2010",NA,NA
9,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
4182,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
3859,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
3942,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
1684,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
1755,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
1708,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
1676,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
5310,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
12286,Battlefleet Gothic: Armada,"21 Apr, 2016",NA,NA
492,Battlegrounds of Eldhelm,"22 Oct, 2014",130,56
122,Battlegrounds of Eldhelm,"22 Oct, 2014",130,56
113,Battlegrounds of Eldhelm,"22 Oct, 2014",130,56
1666,Battlegrounds of Eldhelm,"22 Oct, 2014",130,56
19,Battleline: Steel Warfare,"25 Aug, 2016",110,71
9,Battleline: Steel Warfare,"25 Aug, 2016",110,71
599,Battleline: Steel Warfare,"25 Aug, 2016",110,71
113,Battleline: Steel Warfare,"25 Aug, 2016",110,71
3859,Battleline: Steel Warfare,"25 Aug, 2016",110,71
1676,Battleline: Steel Warfare,"25 Aug, 2016",110,71
1718,Battleline: Steel Warfare,"25 Aug, 2016",110,71
13276,Battleline: Steel Warfare,"25 Aug, 2016",110,71
492,BattleLore: Command,"25 Nov, 2014",40,15
9,BattleLore: Command,"25 Nov, 2014",40,15
1770,BattleLore: Command,"25 Nov, 2014",40,15
492,Battlepaths,"28 Oct, 2012",396,154
122,Battlepaths,"28 Oct, 2012",397,154
3871,Battlepaths,"28 Oct, 2012",397,154
1677,Battlepaths,"28 Oct, 2012",397,154
9,Battleplan: American Civil War,"4 Jul, 2014",45,28
597,Battleplan: American Civil War,"4 Jul, 2014",45,28
599,Battleplan: American Civil War,"4 Jul, 2014",45,28
3987,Battleplan: American Civil War,"4 Jul, 2014",45,28
492,BattleQuiz,"3 Sep, 2015",2,7
597,BattleQuiz,"3 Sep, 2015",2,7
19,Battlerite,"20 Sep, 2016",NA,NA
9,Battlerite,"20 Sep, 2016",NA,NA
122,Battlerite,"20 Sep, 2016",NA,NA
113,Battlerite,"20 Sep, 2016",NA,NA
3859,Battlerite,"20 Sep, 2016",NA,NA
1756,Battlerite,"20 Sep, 2016",NA,NA
1734,Battlerite,"20 Sep, 2016",NA,NA
1775,Battlerite,"20 Sep, 2016",NA,NA
1743,Battlerite,"20 Sep, 2016",NA,NA
3878,Battlerite,"20 Sep, 2016",NA,NA
4791,Battlerite,"20 Sep, 2016",NA,NA
4158,Battlerite,"20 Sep, 2016",NA,NA
5711,Battlerite,"20 Sep, 2016",NA,NA
1718,Battlerite,"20 Sep, 2016",NA,NA
5547,Battlerite,"20 Sep, 2016",NA,NA
492,Battles of Norghan,"26 Sep, 2016",4,0
9,Battles of Norghan,"26 Sep, 2016",4,0
122,Battles of Norghan,"26 Sep, 2016",4,0
1741,Battles of Norghan,"26 Sep, 2016",4,0
12472,Battles of Norghan,"26 Sep, 2016",4,0
9,Battleship,"10 Jun, 2013",14,8
597,Battleship,"10 Jun, 2013",14,8
1770,Battleship,"10 Jun, 2013",14,8
492,Battleships at Dawn!,"5 Jul, 2016",2,0
9,Battleships at Dawn!,"5 Jul, 2016",2,0
492,BATTLESLOTHS,Early 2017,0,0
19,BATTLESLOTHS,Early 2017,0,0
597,BATTLESLOTHS,Early 2017,0,0
492,BattleSouls,"12 May, 2016",97,68
19,BattleSouls,"12 May, 2016",97,68
113,BattleSouls,"12 May, 2016",97,68
3859,BattleSouls,"12 May, 2016",97,68
1695,BattleSouls,"12 May, 2016",97,68
1775,BattleSouls,"12 May, 2016",97,68
1718,BattleSouls,"12 May, 2016",97,68
